"kingal","one","一","https://ilrdc.tw/tow/2022/audio/word/17/01_01.wav"
"dha","two","二","https://ilrdc.tw/tow/2022/audio/word/17/01_02.wav"
"tru","three","三","https://ilrdc.tw/tow/2022/audio/word/17/01_03.wav"
"spac","four","四","https://ilrdc.tw/tow/2022/audio/word/17/01_04.wav"
"rima","five","五","https://ilrdc.tw/tow/2022/audio/word/17/01_05.wav"
"mataru","six","六","https://ilrdc.tw/tow/2022/audio/word/17/01_06.wav"
"empitu","seven","七","https://ilrdc.tw/tow/2022/audio/word/17/01_07.wav"
"mspac","eight","八","https://ilrdc.tw/tow/2022/audio/word/17/01_08.wav"
"mngari","nine","九","https://ilrdc.tw/tow/2022/audio/word/17/01_09.wav"
"maxal","ten","十","https://ilrdc.tw/tow/2022/audio/word/17/01_10.wav"
"maxal kingal","eleven","十一","https://ilrdc.tw/tow/2022/audio/word/17/01_11.wav"
"maxal dha","twelve","十二","https://ilrdc.tw/tow/2022/audio/word/17/01_12.wav"
"maxal tru","thirteen","十三","https://ilrdc.tw/tow/2022/audio/word/17/01_13.wav"
"maxal spac","fourteen","十四","https://ilrdc.tw/tow/2022/audio/word/17/01_14.wav"
"maxal rima","fifteen","十五","https://ilrdc.tw/tow/2022/audio/word/17/01_15.wav"
"maxal mataru","sixteen","十六","https://ilrdc.tw/tow/2022/audio/word/17/01_16.wav"
"maxal empitu","seventeen","十七","https://ilrdc.tw/tow/2022/audio/word/17/01_17.wav"
"maxal mspac","eighteen","十八","https://ilrdc.tw/tow/2022/audio/word/17/01_18.wav"
"maxal mngari","nineteen","十九","https://ilrdc.tw/tow/2022/audio/word/17/01_19.wav"
"empusal","twenty","二十  ","https://ilrdc.tw/tow/2022/audio/word/17/01_20.wav"
"empusal kingal","twenty one","二十一","https://ilrdc.tw/tow/2022/audio/word/17/01_21.wav"
"empusal dha","twenty two","二十二","https://ilrdc.tw/tow/2022/audio/word/17/01_22.wav"
"empusal tru","twenty three","二十三","https://ilrdc.tw/tow/2022/audio/word/17/01_23.wav"
"empusal spac","twenty four","二十四","https://ilrdc.tw/tow/2022/audio/word/17/01_24.wav"
"empusal rima","twenty five","二十五","https://ilrdc.tw/tow/2022/audio/word/17/01_25.wav"
"mtrul","thirty","三十","https://ilrdc.tw/tow/2022/audio/word/17/01_26.wav"
"mtrul kingal","thirty one","三十一","https://ilrdc.tw/tow/2022/audio/word/17/01_27.wav"
"mspatul","forty","四十","https://ilrdc.tw/tow/2022/audio/word/17/01_28.wav"
