"Embiyax/Malu su hu?","你好嗎？","https://web.klokah.tw/ninew/sound/22/01/01-B-1.mp3"
"Embiyax/Malu","好","https://web.klokah.tw/ninew/sound/22/01/01-C-1-1.mp3"
"su","你","https://web.klokah.tw/ninew/sound/22/01/01-C-1-2.mp3"
"hu","嗎","https://web.klokah.tw/ninew/sound/22/01/01-C-1-3.mp3"
"Embiyax/Malu ku bay/balay, isu wa?","我很好，你呢？","https://web.klokah.tw/ninew/sound/22/01/01-B-2.mp3"
"Embiyax/Malu","好","https://web.klokah.tw/ninew/sound/22/01/01-C-2-1.mp3"
"ku","我","https://web.klokah.tw/ninew/sound/22/01/01-C-2-2.mp3"
"bay/balay","很","https://web.klokah.tw/ninew/sound/22/01/01-C-2-3.mp3"
"isu","你","https://web.klokah.tw/ninew/sound/22/01/01-C-2-4.mp3"
"wa","呢","https://web.klokah.tw/ninew/sound/22/01/01-C-2-5.mp3"
"Embiyax/Malu ku bay/balay uri.","我也很好。","https://web.klokah.tw/ninew/sound/22/01/01-B-3.mp3"
"Embiyax/Malu","好；健康","https://web.klokah.tw/ninew/sound/22/01/01-C-3-1.mp3"
"ku","我","https://web.klokah.tw/ninew/sound/22/01/01-C-3-2.mp3"
"bay/balay","很","https://web.klokah.tw/ninew/sound/22/01/01-C-3-3.mp3"
"uri","也","https://web.klokah.tw/ninew/sound/22/01/01-C-3-4.mp3"
"Ima su ka isu hu?","你是誰？","https://web.klokah.tw/ninew/sound/22/01/02-B-1.mp3"
"Ima","誰","https://web.klokah.tw/ninew/sound/22/01/02-C-1-1.mp3"
"su","你","https://web.klokah.tw/ninew/sound/22/01/02-C-1-2.mp3"
"ka","[主]","https://web.klokah.tw/ninew/sound/22/01/02-C-1-3.mp3"
"isu","你","https://web.klokah.tw/ninew/sound/22/01/02-C-1-4.mp3"
"hu","[助]","https://web.klokah.tw/ninew/sound/22/01/02-C-1-5.mp3"
"Laqi ku empuyas/empatas ka yaku.","我是學生。","https://web.klokah.tw/ninew/sound/22/01/02-B-2.mp3"
"Laqi","孩子，小孩","https://web.klokah.tw/ninew/sound/22/01/02-C-2-1.mp3"
"ku","我","https://web.klokah.tw/ninew/sound/22/01/02-C-2-2.mp3"
"empuyas/empatas","學生","https://web.klokah.tw/ninew/sound/22/01/02-C-2-3.mp3"
"ka","[主]","https://web.klokah.tw/ninew/sound/22/01/02-C-2-4.mp3"
"yaku","我","https://web.klokah.tw/ninew/sound/22/01/02-C-2-5.mp3"
"Ima ka hiya?","他是誰？","https://web.klokah.tw/ninew/sound/22/01/02-B-3.mp3"
"Ima","誰","https://web.klokah.tw/ninew/sound/22/01/02-C-3-1.mp3"
"ka","[主]","https://web.klokah.tw/ninew/sound/22/01/02-C-3-2.mp3"
"hiya","他","https://web.klokah.tw/ninew/sound/22/01/02-C-3-3.mp3"
"Emptsa ka hiya.","他是老師。","https://web.klokah.tw/ninew/sound/22/01/02-B-4.mp3"
"Emptsa","老師","https://web.klokah.tw/ninew/sound/22/01/02-C-4-1.mp3"
"ka","[主]","https://web.klokah.tw/ninew/sound/22/01/02-C-4-2.mp3"
"hiya","他","https://web.klokah.tw/ninew/sound/22/01/02-C-4-3.mp3"
"Hiyu han!","請起立！","https://web.klokah.tw/ninew/sound/22/01/03-B-1.mp3"
"Hiyu","起立","https://web.klokah.tw/ninew/sound/22/01/03-C-1-1.mp3"
"han","請","https://web.klokah.tw/ninew/sound/22/01/03-C-1-2.mp3"
"Qbahang binaw!","請聽聽看！","https://web.klokah.tw/ninew/sound/22/01/03-B-2.mp3"
"Qbahang","聽","https://web.klokah.tw/ninew/sound/22/01/03-C-2-1.mp3"
"binaw","請；試試看","https://web.klokah.tw/ninew/sound/22/01/03-C-2-2.mp3"
"Rngaw binaw!","請說說看！","https://web.klokah.tw/ninew/sound/22/01/03-B-3.mp3"
"Rngaw","說","https://web.klokah.tw/ninew/sound/22/01/03-C-3-1.mp3"
"binaw","請；試試看","https://web.klokah.tw/ninew/sound/22/01/03-C-3-2.mp3"
"Tluung da!","請坐下！","https://web.klokah.tw/ninew/sound/22/01/03-B-4.mp3"
"Tluung","坐下","https://web.klokah.tw/ninew/sound/22/01/03-C-4-1.mp3"
"da","[助]","https://web.klokah.tw/ninew/sound/22/01/03-C-4-2.mp3"
"Ima su ka isu hu?","請問你是誰？","https://web.klokah.tw/ninew/sound/22/01/04-B-1.mp3"
"Ima","誰","https://web.klokah.tw/ninew/sound/22/01/04-C-1-1.mp3"
"su","你","https://web.klokah.tw/ninew/sound/22/01/04-C-1-2.mp3"
"ka","[主]","https://web.klokah.tw/ninew/sound/22/01/04-C-1-3.mp3"
"isu","你","https://web.klokah.tw/ninew/sound/22/01/04-C-1-4.mp3"
