"takituturua, manʉng kara kasu?","老師，你好嗎？","https://web.klokah.tw/ninew/sound/33/01/01-B-1.mp3"
"takituturua","老師","https://web.klokah.tw/ninew/sound/33/01/01-C-1-1.mp3"
"manʉng","好","https://web.klokah.tw/ninew/sound/33/01/01-C-1-2.mp3"
"kara","嗎","https://web.klokah.tw/ninew/sound/33/01/01-C-1-3.mp3"
"kasu","你","https://web.klokah.tw/ninew/sound/33/01/01-C-1-4.mp3"
"mamanʉng ku, makananu iikasu?","我很好，那你呢？","https://web.klokah.tw/ninew/sound/33/01/01-B-2.mp3"
"mamanʉng","很好","https://web.klokah.tw/ninew/sound/33/01/01-C-2-1.mp3"
"ku","我","https://web.klokah.tw/ninew/sound/33/01/01-C-2-2.mp3"
"makananu","如何","https://web.klokah.tw/ninew/sound/33/01/01-C-2-3.mp3"
"iikasu","你","https://web.klokah.tw/ninew/sound/33/01/01-C-2-4.mp3"
"sosomanpe, mamanʉng ku kavangvang.","謝謝，我也很好。","https://web.klokah.tw/ninew/sound/33/01/01-B-3.mp3"
"sosomanpe","謝謝","https://web.klokah.tw/ninew/sound/33/01/01-C-3-1.mp3"
"mamanʉng","很好","https://web.klokah.tw/ninew/sound/33/01/01-C-3-2.mp3"
"ku","我","https://web.klokah.tw/ninew/sound/33/01/01-C-3-3.mp3"
"kavangvang","也","https://web.klokah.tw/ninew/sound/33/01/01-C-3-4.mp3"
"iikasu ia seto kara?","你是學生嗎？","https://web.klokah.tw/ninew/sound/33/01/02-B-1.mp3"
"iikasu","你","https://web.klokah.tw/ninew/sound/33/01/02-C-1-1.mp3"
"ia","[虛]","https://web.klokah.tw/ninew/sound/33/01/02-C-1-2.mp3"
"seto","學生","https://web.klokah.tw/ninew/sound/33/01/02-C-1-3.mp3"
"kara","嗎","https://web.klokah.tw/ninew/sound/33/01/02-C-1-4.mp3"
"ʉʉ’ʉ, sua iku ia seto.","是的，我是學生。","https://web.klokah.tw/ninew/sound/33/01/02-B-2.mp3"
"ʉʉ’ʉ","是的","https://web.klokah.tw/ninew/sound/33/01/02-C-2-1.mp3"
"sua","[虛]","https://web.klokah.tw/ninew/sound/33/01/02-C-2-2.mp3"
"iku","我","https://web.klokah.tw/ninew/sound/33/01/02-C-2-3.mp3"
"ia","[虛]","https://web.klokah.tw/ninew/sound/33/01/02-C-2-4.mp3"
"seto","學生","https://web.klokah.tw/ninew/sound/33/01/02-C-2-5.mp3"
"sua nguain ia seto kara?","他是學生嗎？","https://web.klokah.tw/ninew/sound/33/01/02-B-3.mp3"
"sua","[虛]","https://web.klokah.tw/ninew/sound/33/01/02-C-3-1.mp3"
"nguain","他","https://web.klokah.tw/ninew/sound/33/01/02-C-3-2.mp3"
"ia","[虛]","https://web.klokah.tw/ninew/sound/33/01/02-C-3-3.mp3"
"seto","學生","https://web.klokah.tw/ninew/sound/33/01/02-C-3-4.mp3"
"kara","嗎","https://web.klokah.tw/ninew/sound/33/01/02-C-3-5.mp3"
"ka’anʉ, sua nguain ia takituturua.","不是，他是老師。","https://web.klokah.tw/ninew/sound/33/01/02-B-4.mp3"
"ka’anʉ","不是","https://web.klokah.tw/ninew/sound/33/01/02-C-4-1.mp3"
"sua","[虛]","https://web.klokah.tw/ninew/sound/33/01/02-C-4-2.mp3"
"nguain","他","https://web.klokah.tw/ninew/sound/33/01/02-C-4-3.mp3"
"ia","[虛]","https://web.klokah.tw/ninew/sound/33/01/02-C-4-4.mp3"
"takituturua","老師","https://web.klokah.tw/ninew/sound/33/01/02-C-4-5.mp3"
"aratakaraa!","起立！","https://web.klokah.tw/ninew/sound/33/01/03-B-1.mp3"
"aratakaraa","起立","https://web.klokah.tw/ninew/sound/33/01/03-C-1-1.mp3"
"pokarikaria pa.","說說看。","https://web.klokah.tw/ninew/sound/33/01/03-B-2.mp3"
"pokarikaria","說說看","https://web.klokah.tw/ninew/sound/33/01/03-C-2-1.mp3"
"pa","[虛]","https://web.klokah.tw/ninew/sound/33/01/03-C-2-2.mp3"
"tumatimanaa!","聽聽看！","https://web.klokah.tw/ninew/sound/33/01/03-B-3.mp3"
"tumatimanaa","聽聽看","https://web.klokah.tw/ninew/sound/33/01/03-C-3-1.mp3"
"tupurua!","坐下！","https://web.klokah.tw/ninew/sound/33/01/03-B-4.mp3"
"tupurua","坐下","https://web.klokah.tw/ninew/sound/33/01/03-C-4-1.mp3"
"neni nganai musu?","你叫什麼名字？","https://web.klokah.tw/ninew/sound/33/01/04-B-1.mp3"
"neni","什麼","https://web.klokah.tw/ninew/sound/33/01/04-C-1-1.mp3"
"nganai","名字","https://web.klokah.tw/ninew/sound/33/01/04-C-1-2.mp3"
"musu","你的","https://web.klokah.tw/ninew/sound/33/01/04-C-1-3.mp3"
"sua nganai maku ia Pani.","我的名字叫Pani。","https://web.klokah.tw/ninew/sound/33/01/04-B-2.mp3"
"sua","[虛]","https://web.klokah.tw/ninew/sound/33/01/04-C-2-1.mp3"
"nganai","名字","https://web.klokah.tw/ninew/sound/33/01/04-C-2-2.mp3"
"maku","我的","https://web.klokah.tw/ninew/sound/33/01/04-C-2-3.mp3"
"ia","[虛]","https://web.klokah.tw/ninew/sound/33/01/04-C-2-4.mp3"
"Pani","（男子名）","https://web.klokah.tw/ninew/sound/33/01/04-C-2-5.mp3"
"sua nganai in ia ’Uva kara?","她的名字是’Uva嗎？","https://web.klokah.tw/ninew/sound/33/01/04-B-3.mp3"
"sua","[虛]","https://web.klokah.tw/ninew/sound/33/01/04-C-3-1.mp3"
"nganai","名字","https://web.klokah.tw/ninew/sound/33/01/04-C-3-2.mp3"
"in","他","https://web.klokah.tw/ninew/sound/33/01/04-C-3-3.mp3"
"ia","[虛]","https://web.klokah.tw/ninew/sound/33/01/04-C-3-4.mp3"
"’Uva","（女子名）","https://web.klokah.tw/ninew/sound/33/01/04-C-3-5.mp3"
"kara","[虛]","https://web.klokah.tw/ninew/sound/33/01/04-C-3-6.mp3"
"ka’anʉ, sua nganai in ia Na’u.","不，她的名字是Na’u。","https://web.klokah.tw/ninew/sound/33/01/04-B-4.mp3"
"ka’anʉ","不","https://web.klokah.tw/ninew/sound/33/01/04-C-4-1.mp3"
"sua","[虛]","https://web.klokah.tw/ninew/sound/33/01/04-C-4-2.mp3"
"nganai","名字","https://web.klokah.tw/ninew/sound/33/01/04-C-4-3.mp3"
"in","她","https://web.klokah.tw/ninew/sound/33/01/04-C-4-4.mp3"
"ia","[虛]","https://web.klokah.tw/ninew/sound/33/01/04-C-4-5.mp3"
"Na’u","（女子名）","https://web.klokah.tw/ninew/sound/33/01/04-C-4-6.mp3"
"sua iikasu ia manu sarunai.","你是男孩。","https://web.klokah.tw/ninew/sound/33/01/05-B-1.mp3"
"sua","[虛]","https://web.klokah.tw/ninew/sound/33/01/05-C-1-1.mp3"
"iikasu","你","https://web.klokah.tw/ninew/sound/33/01/05-C-1-2.mp3"
"ia","[虛]","https://web.klokah.tw/ninew/sound/33/01/05-C-1-3.mp3"
"manu","小孩","https://web.klokah.tw/ninew/sound/33/01/05-C-1-4.mp3"
"sarunai","男性","https://web.klokah.tw/ninew/sound/33/01/05-C-1-5.mp3"
"sua ikim ia manu naannakʉ.","我們是女孩。","https://web.klokah.tw/ninew/sound/33/01/05-B-2.mp3"
"sua","[虛]","https://web.klokah.tw/ninew/sound/33/01/05-C-2-1.mp3"
"ikim","我們","https://web.klokah.tw/ninew/sound/33/01/05-C-2-2.mp3"
"ia","[虛]","https://web.klokah.tw/ninew/sound/33/01/05-C-2-3.mp3"
"manu","小孩","https://web.klokah.tw/ninew/sound/33/01/05-C-2-4.mp3"
"naannakʉ","女性","https://web.klokah.tw/ninew/sound/33/01/05-C-2-5.mp3"
"sua Pi’i ia sarunai kara?","Pi’i是男生嗎？","https://web.klokah.tw/ninew/sound/33/01/05-B-3.mp3"
"sua","[虛]","https://web.klokah.tw/ninew/sound/33/01/05-C-3-1.mp3"
"Pi’i","（人名）","https://web.klokah.tw/ninew/sound/33/01/05-C-3-2.mp3"
"ia","[虛]","https://web.klokah.tw/ninew/sound/33/01/05-C-3-3.mp3"
"sarunai","男生","https://web.klokah.tw/ninew/sound/33/01/05-C-3-4.mp3"
"kara","嗎","https://web.klokah.tw/ninew/sound/33/01/05-C-3-5.mp3"
"ka’anʉ, sua nguain ia manu nanakʉ.","不，她是女生。","https://web.klokah.tw/ninew/sound/33/01/05-B-4.mp3"
"ka’anʉ","不","https://web.klokah.tw/ninew/sound/33/01/05-C-4-1.mp3"
"sua","[虛]","https://web.klokah.tw/ninew/sound/33/01/05-C-4-2.mp3"
"nguain","他","https://web.klokah.tw/ninew/sound/33/01/05-C-4-3.mp3"
"ia","[虛]","https://web.klokah.tw/ninew/sound/33/01/05-C-4-4.mp3"
"manu","小孩","https://web.klokah.tw/ninew/sound/33/01/05-C-4-5.mp3"
"nanakʉ","女性","https://web.klokah.tw/ninew/sound/33/01/05-C-4-6.mp3"
"’una ku ucani tacau.","我有一隻狗。","https://web.klokah.tw/ninew/sound/33/01/06-B-1.mp3"
"’una","有","https://web.klokah.tw/ninew/sound/33/01/06-C-1-1.mp3"
"ku","我","https://web.klokah.tw/ninew/sound/33/01/06-C-1-2.mp3"
"ucani","一隻","https://web.klokah.tw/ninew/sound/33/01/06-C-1-3.mp3"
"tacau","狗","https://web.klokah.tw/ninew/sound/33/01/06-C-1-4.mp3"
"sua tacau maku ia ta’ʉrʉm.","我的狗是黑色的。","https://web.klokah.tw/ninew/sound/33/01/06-B-2.mp3"
"sua","[虛]","https://web.klokah.tw/ninew/sound/33/01/06-C-2-1.mp3"
"tacau","狗","https://web.klokah.tw/ninew/sound/33/01/06-C-2-2.mp3"
"maku","我的","https://web.klokah.tw/ninew/sound/33/01/06-C-2-3.mp3"
"ia","[虛]","https://web.klokah.tw/ninew/sound/33/01/06-C-2-4.mp3"
"ta’ʉrʉm","黑色的","https://web.klokah.tw/ninew/sound/33/01/06-C-2-5.mp3"
"manmaan ku ’inia.","我喜歡牠。","https://web.klokah.tw/ninew/sound/33/01/06-B-3.mp3"
"manmaan","喜歡","https://web.klokah.tw/ninew/sound/33/01/06-C-3-1.mp3"
"ku","我","https://web.klokah.tw/ninew/sound/33/01/06-C-3-2.mp3"
"’inia","牠","https://web.klokah.tw/ninew/sound/33/01/06-C-3-3.mp3"
"sua nguain ia manmaan ’ikua kavangvang.","牠也喜歡我。","https://web.klokah.tw/ninew/sound/33/01/06-B-4.mp3"
"sua","[虛]","https://web.klokah.tw/ninew/sound/33/01/06-C-4-1.mp3"
"nguain","牠","https://web.klokah.tw/ninew/sound/33/01/06-C-4-2.mp3"
"ia","[虛]","https://web.klokah.tw/ninew/sound/33/01/06-C-4-3.mp3"
"manmaan","喜歡","https://web.klokah.tw/ninew/sound/33/01/06-C-4-4.mp3"
"’ikua","我","https://web.klokah.tw/ninew/sound/33/01/06-C-4-5.mp3"
"kavangvang","也","https://web.klokah.tw/ninew/sound/33/01/06-C-4-6.mp3"
"’esi nanu takituturua?","老師在哪裡？","https://web.klokah.tw/ninew/sound/33/01/07-B-1.mp3"
"’esi","在","https://web.klokah.tw/ninew/sound/33/01/07-C-1-1.mp3"
"nanu","哪裡","https://web.klokah.tw/ninew/sound/33/01/07-C-1-2.mp3"
"takituturua","老師","https://web.klokah.tw/ninew/sound/33/01/07-C-1-3.mp3"
"’esi nesi takituturua.","老師在這裡。","https://web.klokah.tw/ninew/sound/33/01/07-B-2.mp3"
