"sinsi, ’inava u diya?(sinsi, ’inavayan!)","老師還好嗎？（老師好！）","https://web.klokah.tw/ninew/sound/04/01/01-B-1.mp3"
"sinsi","老師","https://web.klokah.tw/ninew/sound/04/01/01-C-1-1.mp3"
"’inava","好","https://web.klokah.tw/ninew/sound/04/01/01-C-1-2.mp3"
"u","你","https://web.klokah.tw/ninew/sound/04/01/01-C-1-3.mp3"
"diya","[虛]","https://web.klokah.tw/ninew/sound/04/01/01-C-1-4.mp3"
"sinsi","老師","https://web.klokah.tw/ninew/sound/04/01/01-C-1-5.mp3"
"’inavayan","好","https://web.klokah.tw/ninew/sound/04/01/01-C-1-6.mp3"
"ai, ’inava ku!","是的，我很好！","https://web.klokah.tw/ninew/sound/04/01/01-B-2.mp3"
"ai","是的","https://web.klokah.tw/ninew/sound/04/01/01-C-2-1.mp3"
"’inava","好","https://web.klokah.tw/ninew/sound/04/01/01-C-2-2.mp3"
"ku","我","https://web.klokah.tw/ninew/sound/04/01/01-C-2-3.mp3"
"inu mu? ’inava u diya?","你呢？你還好嗎？","https://web.klokah.tw/ninew/sound/04/01/01-B-3.mp3"
"inu","你","https://web.klokah.tw/ninew/sound/04/01/01-C-3-1.mp3"
"mu","[虛]","https://web.klokah.tw/ninew/sound/04/01/01-C-3-2.mp3"
"’inava","好","https://web.klokah.tw/ninew/sound/04/01/01-C-3-3.mp3"
"u","你","https://web.klokah.tw/ninew/sound/04/01/01-C-3-4.mp3"
"diya","[虛]","https://web.klokah.tw/ninew/sound/04/01/01-C-3-5.mp3"
"’inava ku! lrayuwan!","我很好！謝謝！","https://web.klokah.tw/ninew/sound/04/01/01-B-4.mp3"
"’inava","好","https://web.klokah.tw/ninew/sound/04/01/01-C-4-1.mp3"
"ku","我","https://web.klokah.tw/ninew/sound/04/01/01-C-4-2.mp3"
"lrayuwan","謝謝；感恩","https://web.klokah.tw/ninew/sound/04/01/01-C-4-3.mp3"
"temakakesi u?","你是學生嗎？","https://web.klokah.tw/ninew/sound/04/01/02-B-1.mp3"
"temakakesi","學生","https://web.klokah.tw/ninew/sound/04/01/02-C-1-1.mp3"
"u","你","https://web.klokah.tw/ninew/sound/04/01/02-C-1-2.mp3"
"ai, temakakesi ku.","是的，我是學生。","https://web.klokah.tw/ninew/sound/04/01/02-B-2.mp3"
"ai","是的","https://web.klokah.tw/ninew/sound/04/01/02-C-2-1.mp3"
"temakakesi","學生","https://web.klokah.tw/ninew/sound/04/01/02-C-2-2.mp3"
"ku","我","https://web.klokah.tw/ninew/sound/04/01/02-C-2-3.mp3"
"intaw mu? mauw a temakakesi?","他呢？他也是學生嗎？","https://web.klokah.tw/ninew/sound/04/01/02-B-3.mp3"
"intaw","他","https://web.klokah.tw/ninew/sound/04/01/02-C-3-1.mp3"
"mu","[虛]","https://web.klokah.tw/ninew/sound/04/01/02-C-3-2.mp3"
"mauw","也是","https://web.klokah.tw/ninew/sound/04/01/02-C-3-3.mp3"
"a","[虛]","https://web.klokah.tw/ninew/sound/04/01/02-C-3-4.mp3"
"temakakesi","學生","https://web.klokah.tw/ninew/sound/04/01/02-C-3-5.mp3"
"melri, intaw mu, a sinsi.","不是，他呢，是老師。","https://web.klokah.tw/ninew/sound/04/01/02-B-4.mp3"
"melri","不是","https://web.klokah.tw/ninew/sound/04/01/02-C-4-1.mp3"
"intaw","他","https://web.klokah.tw/ninew/sound/04/01/02-C-4-2.mp3"
"mu","[虛]","https://web.klokah.tw/ninew/sound/04/01/02-C-4-3.mp3"
"a","[虛]","https://web.klokah.tw/ninew/sound/04/01/02-C-4-4.mp3"
"sinsi","老師","https://web.klokah.tw/ninew/sound/04/01/02-C-4-5.mp3"
"katikedir. katikedir diya.","起立。請起立。","https://web.klokah.tw/ninew/sound/04/01/03-B-1.mp3"
"katikedir","起立","https://web.klokah.tw/ninew/sound/04/01/03-C-1-1.mp3"
"katikedir","起立","https://web.klokah.tw/ninew/sound/04/01/03-C-1-2.mp3"
"diya","[虛]","https://web.klokah.tw/ninew/sound/04/01/03-C-1-3.mp3"
"rengay. rengay diya. talram diya marengay.","說。請說。請試著說說看。","https://web.klokah.tw/ninew/sound/04/01/03-B-2.mp3"
"rengay","說","https://web.klokah.tw/ninew/sound/04/01/03-C-2-1.mp3"
"rengay","說","https://web.klokah.tw/ninew/sound/04/01/03-C-2-2.mp3"
"diya","[虛]","https://web.klokah.tw/ninew/sound/04/01/03-C-2-3.mp3"
"talram","試試","https://web.klokah.tw/ninew/sound/04/01/03-C-2-4.mp3"
"diya","[虛]","https://web.klokah.tw/ninew/sound/04/01/03-C-2-5.mp3"
"marengay","說一說","https://web.klokah.tw/ninew/sound/04/01/03-C-2-6.mp3"
"kinger. kingeri diya. kingkingeri diya.","聽。請聽。請聽聽看。","https://web.klokah.tw/ninew/sound/04/01/03-B-3.mp3"
"kinger","聽","https://web.klokah.tw/ninew/sound/04/01/03-C-3-1.mp3"
"kingeri","聽著","https://web.klokah.tw/ninew/sound/04/01/03-C-3-2.mp3"
"diya","[虛]","https://web.klokah.tw/ninew/sound/04/01/03-C-3-3.mp3"
"kingkingeri","聽一聽","https://web.klokah.tw/ninew/sound/04/01/03-C-3-4.mp3"
"diya","[虛]","https://web.klokah.tw/ninew/sound/04/01/03-C-3-5.mp3"
"kayan. kayan diya. alra kayan!","坐下。請坐下。坐下吧！","https://web.klokah.tw/ninew/sound/04/01/03-B-4.mp3"
"kayan","坐下","https://web.klokah.tw/ninew/sound/04/01/03-C-4-1.mp3"
"kayan","坐下","https://web.klokah.tw/ninew/sound/04/01/03-C-4-2.mp3"
"diya","[虛]","https://web.klokah.tw/ninew/sound/04/01/03-C-4-3.mp3"
"alra","[虛]","https://web.klokah.tw/ninew/sound/04/01/03-C-4-4.mp3"
"kayan","坐下","https://web.klokah.tw/ninew/sound/04/01/03-C-4-5.mp3"
"i eman u?","你是誰？","https://web.klokah.tw/ninew/sound/04/01/04-B-1.mp3"
"i","[虛]","https://web.klokah.tw/ninew/sound/04/01/04-C-1-1.mp3"
"eman","什麼","https://web.klokah.tw/ninew/sound/04/01/04-C-1-2.mp3"
"u","你","https://web.klokah.tw/ninew/sound/04/01/04-C-1-3.mp3"
"i Saya ku.","我是Saya。","https://web.klokah.tw/ninew/sound/04/01/04-B-2.mp3"
"i","[虛]","https://web.klokah.tw/ninew/sound/04/01/04-C-2-1.mp3"
"Saya","（人名）","https://web.klokah.tw/ninew/sound/04/01/04-C-2-2.mp3"
"ku","我","https://web.klokah.tw/ninew/sound/04/01/04-C-2-3.mp3"
"i Puni tu ngadan?","她的名字是Puni嗎？","https://web.klokah.tw/ninew/sound/04/01/04-B-3.mp3"
"i","[虛]","https://web.klokah.tw/ninew/sound/04/01/04-C-3-1.mp3"
"Puni","（人名）","https://web.klokah.tw/ninew/sound/04/01/04-C-3-2.mp3"
"tu","她","https://web.klokah.tw/ninew/sound/04/01/04-C-3-3.mp3"
"ngadan","名字","https://web.klokah.tw/ninew/sound/04/01/04-C-3-4.mp3"
"melri, i Muymuy tu ngadan.","不是，她的名字是Muymuy。","https://web.klokah.tw/ninew/sound/04/01/04-B-4.mp3"
"melri","不是","https://web.klokah.tw/ninew/sound/04/01/04-C-4-1.mp3"
"i","[虛]","https://web.klokah.tw/ninew/sound/04/01/04-C-4-2.mp3"
"Muymuy","（人名）","https://web.klokah.tw/ninew/sound/04/01/04-C-4-3.mp3"
"tu","她","https://web.klokah.tw/ninew/sound/04/01/04-C-4-4.mp3"
"ngadan","名字","https://web.klokah.tw/ninew/sound/04/01/04-C-4-5.mp3"
"ma’inayan mu?","你們是男生嗎？","https://web.klokah.tw/ninew/sound/04/01/05-B-1.mp3"
"ma’inayan","男生","https://web.klokah.tw/ninew/sound/04/01/05-C-1-1.mp3"
"mu","你們","https://web.klokah.tw/ninew/sound/04/01/05-C-1-2.mp3"
"vavayan mi.","我們是女生。","https://web.klokah.tw/ninew/sound/04/01/05-B-2.mp3"
"vavayan","女生","https://web.klokah.tw/ninew/sound/04/01/05-C-2-1.mp3"
"mi","我們","https://web.klokah.tw/ninew/sound/04/01/05-C-2-2.mp3"
"intaw mu a ma’inay?","他是男生嗎？","https://web.klokah.tw/ninew/sound/04/01/05-B-3.mp3"
"intaw","他","https://web.klokah.tw/ninew/sound/04/01/05-C-3-1.mp3"
"mu","[虛]","https://web.klokah.tw/ninew/sound/04/01/05-C-3-2.mp3"
"a","[虛]","https://web.klokah.tw/ninew/sound/04/01/05-C-3-3.mp3"
"ma’inay","男生","https://web.klokah.tw/ninew/sound/04/01/05-C-3-4.mp3"
"melri, a vavayan intaw.","不，她是女生。","https://web.klokah.tw/ninew/sound/04/01/05-B-4.mp3"
"melri","不是","https://web.klokah.tw/ninew/sound/04/01/05-C-4-1.mp3"
"a","[虛]","https://web.klokah.tw/ninew/sound/04/01/05-C-4-2.mp3"
