"nengi aisu ni?","你好嗎？","https://web.klokah.tw/ninew/sound/31/01/01-B-1.mp3"
"nengi","好","https://web.klokah.tw/ninew/sound/31/01/01-C-1-1.mp3"
"aisu","你","https://web.klokah.tw/ninew/sound/31/01/01-C-1-2.mp3"
"ni","嗎","https://web.klokah.tw/ninew/sound/31/01/01-C-1-3.mp3"
"patudan, nengi aisu ni?","老師，你好嗎？","https://web.klokah.tw/ninew/sound/31/01/01-B-2.mp3"
"patudan","老師","https://web.klokah.tw/ninew/sound/31/01/01-C-2-1.mp3"
"nengi","好","https://web.klokah.tw/ninew/sound/31/01/01-C-2-2.mp3"
"aisu","你","https://web.klokah.tw/ninew/sound/31/01/01-C-2-3.mp3"
"ni","嗎","https://web.klokah.tw/ninew/sound/31/01/01-C-2-4.mp3"
"nengi aiku, aisu i?","我很好，你呢？","https://web.klokah.tw/ninew/sound/31/01/01-B-3.mp3"
"nengi","好","https://web.klokah.tw/ninew/sound/31/01/01-C-3-1.mp3"
"aiku","我","https://web.klokah.tw/ninew/sound/31/01/01-C-3-2.mp3"
"aisu","你","https://web.klokah.tw/ninew/sound/31/01/01-C-3-3.mp3"
"i","呢","https://web.klokah.tw/ninew/sound/31/01/01-C-3-4.mp3"
"nengi aiku, wanay.","我很好，謝謝。","https://web.klokah.tw/ninew/sound/31/01/01-B-4.mp3"
"nengi","好","https://web.klokah.tw/ninew/sound/31/01/01-C-4-1.mp3"
"aiku","我","https://web.klokah.tw/ninew/sound/31/01/01-C-4-2.mp3"
"wanay","謝謝","https://web.klokah.tw/ninew/sound/31/01/01-C-4-3.mp3"
"pataqsian aisu ni?","你是學生嗎？","https://web.klokah.tw/ninew/sound/31/01/02-B-1.mp3"
"pataqsian","學生","https://web.klokah.tw/ninew/sound/31/01/02-C-1-1.mp3"
"aisu","你","https://web.klokah.tw/ninew/sound/31/01/02-C-1-2.mp3"
"ni","嗎","https://web.klokah.tw/ninew/sound/31/01/02-C-1-3.mp3"
"en, pataqsian aiku.","是的，我是學生。","https://web.klokah.tw/ninew/sound/31/01/02-B-2.mp3"
"en","是的","https://web.klokah.tw/ninew/sound/31/01/02-C-2-1.mp3"
"pataqsian","學生","https://web.klokah.tw/ninew/sound/31/01/02-C-2-2.mp3"
"aiku","我","https://web.klokah.tw/ninew/sound/31/01/02-C-2-3.mp3"
"pataqsian aizipna qaya ni?","他也是學生嗎？","https://web.klokah.tw/ninew/sound/31/01/02-B-3.mp3"
"pataqsian","學生","https://web.klokah.tw/ninew/sound/31/01/02-C-3-1.mp3"
"aizipna","他","https://web.klokah.tw/ninew/sound/31/01/02-C-3-2.mp3"
"qaya","也是","https://web.klokah.tw/ninew/sound/31/01/02-C-3-3.mp3"
"ni","嗎","https://web.klokah.tw/ninew/sound/31/01/02-C-3-4.mp3"
"ussa, patudan aizipna.","不是，他是老師。","https://web.klokah.tw/ninew/sound/31/01/02-B-4.mp3"
"ussa","不是","https://web.klokah.tw/ninew/sound/31/01/02-C-4-1.mp3"
"patudan","老師","https://web.klokah.tw/ninew/sound/31/01/02-C-4-2.mp3"
"aizipna","他","https://web.klokah.tw/ninew/sound/31/01/02-C-4-3.mp3"
"qiRi ka!","請起立！","https://web.klokah.tw/ninew/sound/31/01/03-B-1.mp3"
"qiRi","起立","https://web.klokah.tw/ninew/sound/31/01/03-C-1-1.mp3"
"ka","請","https://web.klokah.tw/ninew/sound/31/01/03-C-1-2.mp3"
"sanu ka!","請說！","https://web.klokah.tw/ninew/sound/31/01/03-B-2.mp3"
"sanu","說","https://web.klokah.tw/ninew/sound/31/01/03-C-2-1.mp3"
"ka","請","https://web.klokah.tw/ninew/sound/31/01/03-C-2-2.mp3"
"ipil ka!","請聽！","https://web.klokah.tw/ninew/sound/31/01/03-B-3.mp3"
"ipil","聽","https://web.klokah.tw/ninew/sound/31/01/03-C-3-1.mp3"
"ka","請","https://web.klokah.tw/ninew/sound/31/01/03-C-3-2.mp3"
"qadded ka!","請坐！","https://web.klokah.tw/ninew/sound/31/01/03-B-4.mp3"
"qadded","坐","https://web.klokah.tw/ninew/sound/31/01/03-C-4-1.mp3"
"ka","請","https://web.klokah.tw/ninew/sound/31/01/03-C-4-2.mp3"
"tiana aisu?","你是誰？","https://web.klokah.tw/ninew/sound/31/01/04-B-1.mp3"
"tiana","是誰","https://web.klokah.tw/ninew/sound/31/01/04-C-1-1.mp3"
"aisu","你","https://web.klokah.tw/ninew/sound/31/01/04-C-1-2.mp3"
"ti utay aiku.","我是Utay。","https://web.klokah.tw/ninew/sound/31/01/04-B-2.mp3"
"ti","[類別詞]","https://web.klokah.tw/ninew/sound/31/01/04-C-2-1.mp3"
"utay","（人名）","https://web.klokah.tw/ninew/sound/31/01/04-C-2-2.mp3"
"aiku","我","https://web.klokah.tw/ninew/sound/31/01/04-C-2-3.mp3"
"ti utay nangan na ni?","他的名字是Utay嗎？","https://web.klokah.tw/ninew/sound/31/01/04-B-3.mp3"
"ti","[類別詞]","https://web.klokah.tw/ninew/sound/31/01/04-C-3-1.mp3"
"utay","（人名）","https://web.klokah.tw/ninew/sound/31/01/04-C-3-2.mp3"
"nangan","名字","https://web.klokah.tw/ninew/sound/31/01/04-C-3-3.mp3"
"na","他","https://web.klokah.tw/ninew/sound/31/01/04-C-3-4.mp3"
"ni","嗎","https://web.klokah.tw/ninew/sound/31/01/04-C-3-5.mp3"
"ussa, ussa ti utay aizipna, ti buli nangan na.","不，他不是Utay，他的名字是Buli。","https://web.klokah.tw/ninew/sound/31/01/04-B-4.mp3"
"ussa","不是","https://web.klokah.tw/ninew/sound/31/01/04-C-4-1.mp3"
"ussa","不是","https://web.klokah.tw/ninew/sound/31/01/04-C-4-2.mp3"
"ti","[類別詞]","https://web.klokah.tw/ninew/sound/31/01/04-C-4-3.mp3"
"utay","（人名）","https://web.klokah.tw/ninew/sound/31/01/04-C-4-4.mp3"
"aizipna","他","https://web.klokah.tw/ninew/sound/31/01/04-C-4-5.mp3"
"ti","[類別詞]","https://web.klokah.tw/ninew/sound/31/01/04-C-4-6.mp3"
"buli","（人名）","https://web.klokah.tw/ninew/sound/31/01/04-C-4-7.mp3"
"nangan","名字","https://web.klokah.tw/ninew/sound/31/01/04-C-4-8.mp3"
"na","他","https://web.klokah.tw/ninew/sound/31/01/04-C-4-9.mp3"
"Runanay aisu ni?","你是男生嗎？","https://web.klokah.tw/ninew/sound/31/01/05-B-1.mp3"
"Runanay","男生","https://web.klokah.tw/ninew/sound/31/01/05-C-1-1.mp3"
"aisu","你","https://web.klokah.tw/ninew/sound/31/01/05-C-1-2.mp3"
"ni","嗎","https://web.klokah.tw/ninew/sound/31/01/05-C-1-3.mp3"
"tazungan aimi.","我們是女生。","https://web.klokah.tw/ninew/sound/31/01/05-B-2.mp3"
"tazungan","女生","https://web.klokah.tw/ninew/sound/31/01/05-C-2-1.mp3"
"aimi","我們","https://web.klokah.tw/ninew/sound/31/01/05-C-2-2.mp3"
"Runanay ti api ni?","Api是男生嗎？","https://web.klokah.tw/ninew/sound/31/01/05-B-3.mp3"
"Runanay","男生","https://web.klokah.tw/ninew/sound/31/01/05-C-3-1.mp3"
"ti","[類別詞]","https://web.klokah.tw/ninew/sound/31/01/05-C-3-2.mp3"
"api","（人名）","https://web.klokah.tw/ninew/sound/31/01/05-C-3-3.mp3"
"ni","嗎","https://web.klokah.tw/ninew/sound/31/01/05-C-3-4.mp3"
"ussa, tazungan aizipna.","不，她是女生。","https://web.klokah.tw/ninew/sound/31/01/05-B-4.mp3"
"ussa","不是","https://web.klokah.tw/ninew/sound/31/01/05-C-4-1.mp3"
"tazungan","女生","https://web.klokah.tw/ninew/sound/31/01/05-C-4-2.mp3"
"aizipna","她","https://web.klokah.tw/ninew/sound/31/01/05-C-4-3.mp3"
"yau ussiq wasu ku.","我有一隻狗。","https://web.klokah.tw/ninew/sound/31/01/06-B-1.mp3"
"yau","有","https://web.klokah.tw/ninew/sound/31/01/06-C-1-1.mp3"
"ussiq","一","https://web.klokah.tw/ninew/sound/31/01/06-C-1-2.mp3"
"wasu","狗","https://web.klokah.tw/ninew/sound/31/01/06-C-1-3.mp3"
"ku","我","https://web.klokah.tw/ninew/sound/31/01/06-C-1-4.mp3"
"tengen ay wasu ku.","我的狗是黑色的。","https://web.klokah.tw/ninew/sound/31/01/06-B-2.mp3"
"tengen","黑色","https://web.klokah.tw/ninew/sound/31/01/06-C-2-1.mp3"
"ay","的","https://web.klokah.tw/ninew/sound/31/01/06-C-2-2.mp3"
"wasu","狗","https://web.klokah.tw/ninew/sound/31/01/06-C-2-3.mp3"
"ku","我","https://web.klokah.tw/ninew/sound/31/01/06-C-2-4.mp3"
"melizaq iku tu wasu ’nay.","我喜歡那隻狗。","https://web.klokah.tw/ninew/sound/31/01/06-B-3.mp3"
"melizaq","喜歡","https://web.klokah.tw/ninew/sound/31/01/06-C-3-1.mp3"
"iku","我","https://web.klokah.tw/ninew/sound/31/01/06-C-3-2.mp3"
"tu","[受]","https://web.klokah.tw/ninew/sound/31/01/06-C-3-3.mp3"
"wasu","狗","https://web.klokah.tw/ninew/sound/31/01/06-C-3-4.mp3"
"’nay","那","https://web.klokah.tw/ninew/sound/31/01/06-C-3-5.mp3"
"melizaq wasu ’nay timaikuan qaya.","那隻狗也喜歡我。","https://web.klokah.tw/ninew/sound/31/01/06-B-4.mp3"
"melizaq","喜歡","https://web.klokah.tw/ninew/sound/31/01/06-C-4-1.mp3"
"wasu","狗","https://web.klokah.tw/ninew/sound/31/01/06-C-4-2.mp3"
"’nay","那隻","https://web.klokah.tw/ninew/sound/31/01/06-C-4-3.mp3"
"timaikuan","我","https://web.klokah.tw/ninew/sound/31/01/06-C-4-4.mp3"
"qaya","也","https://web.klokah.tw/ninew/sound/31/01/06-C-4-5.mp3"
"yau tanian patudan?","老師在哪裡？","https://web.klokah.tw/ninew/sound/31/01/07-B-1.mp3"
"yau","有","https://web.klokah.tw/ninew/sound/31/01/07-C-1-1.mp3"
"tanian","在哪裡","https://web.klokah.tw/ninew/sound/31/01/07-C-1-2.mp3"
"patudan","老師","https://web.klokah.tw/ninew/sound/31/01/07-C-1-3.mp3"
"yau tazian aizipna.","他在這裡。","https://web.klokah.tw/ninew/sound/31/01/07-B-2.mp3"
"yau","有","https://web.klokah.tw/ninew/sound/31/01/07-C-2-1.mp3"
"tazian","在這裡","https://web.klokah.tw/ninew/sound/31/01/07-C-2-2.mp3"
"aizipna","他","https://web.klokah.tw/ninew/sound/31/01/07-C-2-3.mp3"
"yau tanian bilu su?","你的鉛筆在哪裡？","https://web.klokah.tw/ninew/sound/31/01/07-B-3.mp3"
"yau","有","https://web.klokah.tw/ninew/sound/31/01/07-C-3-1.mp3"
"tanian","在哪裡","https://web.klokah.tw/ninew/sound/31/01/07-C-3-2.mp3"
"bilu","鉛筆","https://web.klokah.tw/ninew/sound/31/01/07-C-3-3.mp3"
"su","你","https://web.klokah.tw/ninew/sound/31/01/07-C-3-4.mp3"
"yau tazian bilu ku.","我的鉛筆在這裡。","https://web.klokah.tw/ninew/sound/31/01/07-B-4.mp3"
"yau","有","https://web.klokah.tw/ninew/sound/31/01/07-C-4-1.mp3"
"tazian","在這裡","https://web.klokah.tw/ninew/sound/31/01/07-C-4-2.mp3"
"bilu","鉛筆","https://web.klokah.tw/ninew/sound/31/01/07-C-4-3.mp3"
"ku","我","https://web.klokah.tw/ninew/sound/31/01/07-C-4-4.mp3"
"niana zau?","這是什麼？","https://web.klokah.tw/ninew/sound/31/01/08-B-1.mp3"
"niana","什麼","https://web.klokah.tw/ninew/sound/31/01/08-C-1-1.mp3"
"zau","這個","https://web.klokah.tw/ninew/sound/31/01/08-C-1-2.mp3"
"takan zau.","這是桌子。","https://web.klokah.tw/ninew/sound/31/01/08-B-2.mp3"
"takan","桌子","https://web.klokah.tw/ninew/sound/31/01/08-C-2-1.mp3"
"zau","這是","https://web.klokah.tw/ninew/sound/31/01/08-C-2-2.mp3"
"zinneq qaddan ’nay ni?","那張椅子很重嗎？","https://web.klokah.tw/ninew/sound/31/01/08-B-3.mp3"
"zinneq","重的","https://web.klokah.tw/ninew/sound/31/01/08-C-3-1.mp3"
"qaddan","椅子","https://web.klokah.tw/ninew/sound/31/01/08-C-3-2.mp3"
"’nay","那張","https://web.klokah.tw/ninew/sound/31/01/08-C-3-3.mp3"
"ni","嗎","https://web.klokah.tw/ninew/sound/31/01/08-C-3-4.mp3"
"en, zinneq.","是，很重。","https://web.klokah.tw/ninew/sound/31/01/08-B-4.mp3"
"en","是的","https://web.klokah.tw/ninew/sound/31/01/08-C-4-1.mp3"
"zinneq","重的","https://web.klokah.tw/ninew/sound/31/01/08-C-4-2.mp3"
"tiana lazat ’nay?","那個人是誰？","https://web.klokah.tw/ninew/sound/31/01/09-B-1.mp3"
"tiana","誰","https://web.klokah.tw/ninew/sound/31/01/09-C-1-1.mp3"
"lazat","人","https://web.klokah.tw/ninew/sound/31/01/09-C-1-2.mp3"
"’nay","那個","https://web.klokah.tw/ninew/sound/31/01/09-C-1-3.mp3"
"tina ku lazat ’nay.","那個人是我的媽媽。","https://web.klokah.tw/ninew/sound/31/01/09-B-2.mp3"
"tina","媽媽","https://web.klokah.tw/ninew/sound/31/01/09-C-2-1.mp3"
"ku","我","https://web.klokah.tw/ninew/sound/31/01/09-C-2-2.mp3"
"lazat","人","https://web.klokah.tw/ninew/sound/31/01/09-C-2-3.mp3"
"’nay","那","https://web.klokah.tw/ninew/sound/31/01/09-C-2-4.mp3"
"niana kelawkawayan na?","她是做什麼工作的？","https://web.klokah.tw/ninew/sound/31/01/09-B-3.mp3"
"niana","什麼","https://web.klokah.tw/ninew/sound/31/01/09-C-3-1.mp3"
"kelawkawayan","工作","https://web.klokah.tw/ninew/sound/31/01/09-C-3-2.mp3"
"na","她","https://web.klokah.tw/ninew/sound/31/01/09-C-3-3.mp3"
"padiatipan aizipna.","她是護士。","https://web.klokah.tw/ninew/sound/31/01/09-B-4.mp3"
"padiatipan","護士","https://web.klokah.tw/ninew/sound/31/01/09-C-4-1.mp3"
"aizipna","她","https://web.klokah.tw/ninew/sound/31/01/09-C-4-2.mp3"
"yau sudad ta babaw na takan ni?","桌子的上面有書嗎？","https://web.klokah.tw/ninew/sound/31/01/10-B-1.mp3"
"yau","有","https://web.klokah.tw/ninew/sound/31/01/10-C-1-1.mp3"
