"Sndamac su bale.","您好。","https://web.klokah.tw/ninew/sound/20/01/01-B-1.mp3"
"Sndamac","問候語（短暫見面禮）","https://web.klokah.tw/ninew/sound/20/01/01-C-1-1.mp3"
"su","你","https://web.klokah.tw/ninew/sound/20/01/01-C-1-2.mp3"
"bale","非常","https://web.klokah.tw/ninew/sound/20/01/01-C-1-3.mp3"
"Sndamac su bale duri.","你好。","https://web.klokah.tw/ninew/sound/20/01/01-B-2.mp3"
"Sndamac","問候語（短暫見面禮）","https://web.klokah.tw/ninew/sound/20/01/01-C-2-1.mp3"
"su","你","https://web.klokah.tw/ninew/sound/20/01/01-C-2-2.mp3"
"bale","真的","https://web.klokah.tw/ninew/sound/20/01/01-C-2-3.mp3"
"duri","也","https://web.klokah.tw/ninew/sound/20/01/01-C-2-4.mp3"
"Sndamac su mptgesa.","老師好。","https://web.klokah.tw/ninew/sound/20/01/01-B-3.mp3"
"Sndamac","問候語（短暫見面禮）","https://web.klokah.tw/ninew/sound/20/01/01-C-3-1.mp3"
"su","您","https://web.klokah.tw/ninew/sound/20/01/01-C-3-2.mp3"
"mptgesa","老師","https://web.klokah.tw/ninew/sound/20/01/01-C-3-3.mp3"
"Sndamac namu bale duri.","你們好。","https://web.klokah.tw/ninew/sound/20/01/01-B-4.mp3"
"Sndamac","問候語（短暫見面禮）","https://web.klokah.tw/ninew/sound/20/01/01-C-4-1.mp3"
"namu","你們","https://web.klokah.tw/ninew/sound/20/01/01-C-4-2.mp3"
"bale","真的","https://web.klokah.tw/ninew/sound/20/01/01-C-4-3.mp3"
"duri","也","https://web.klokah.tw/ninew/sound/20/01/01-C-4-4.mp3"
"Ye su laqi muuyas kwosiyaw ka isu?","你是小學生嗎？","https://web.klokah.tw/ninew/sound/20/01/02-B-1.mp3"
"Ye","（疑問詞）","https://web.klokah.tw/ninew/sound/20/01/02-C-1-1.mp3"
"su","你","https://web.klokah.tw/ninew/sound/20/01/02-C-1-2.mp3"
"laqi muuyas","學生","https://web.klokah.tw/ninew/sound/20/01/02-C-1-3.mp3"
"kwosiyaw","國小","https://web.klokah.tw/ninew/sound/20/01/02-C-1-4.mp3"
"ka","格位標記","https://web.klokah.tw/ninew/sound/20/01/02-C-1-5.mp3"
"isu","你","https://web.klokah.tw/ninew/sound/20/01/02-C-1-6.mp3"
"Un, laqi ku muuyas kwosiyaw ka yaku.","是的，我是小學生。","https://web.klokah.tw/ninew/sound/20/01/02-B-2.mp3"
"Un","是的","https://web.klokah.tw/ninew/sound/20/01/02-C-2-1.mp3"
"laqi","小孩","https://web.klokah.tw/ninew/sound/20/01/02-C-2-2.mp3"
"ku","我","https://web.klokah.tw/ninew/sound/20/01/02-C-2-3.mp3"
"muuyas","讀書","https://web.klokah.tw/ninew/sound/20/01/02-C-2-4.mp3"
"kwosiyaw","國小","https://web.klokah.tw/ninew/sound/20/01/02-C-2-5.mp3"
"ka","格位標記","https://web.klokah.tw/ninew/sound/20/01/02-C-2-6.mp3"
"yaku","我","https://web.klokah.tw/ninew/sound/20/01/02-C-2-7.mp3"
"Ye su mptgesa ka isu?","你是老師嗎？","https://web.klokah.tw/ninew/sound/20/01/02-B-3.mp3"
"Ye","（疑問詞）","https://web.klokah.tw/ninew/sound/20/01/02-C-3-1.mp3"
"su","你","https://web.klokah.tw/ninew/sound/20/01/02-C-3-2.mp3"
"mptgesa","老師","https://web.klokah.tw/ninew/sound/20/01/02-C-3-3.mp3"
"ka","格位標記","https://web.klokah.tw/ninew/sound/20/01/02-C-3-4.mp3"
"isu","你","https://web.klokah.tw/ninew/sound/20/01/02-C-3-5.mp3"
"Uxe, uxe ku laqi muuyas kwosiyaw ka yaku.","不是，我是小學生。","https://web.klokah.tw/ninew/sound/20/01/02-B-4.mp3"
"Uxe","不是","https://web.klokah.tw/ninew/sound/20/01/02-C-4-1.mp3"
"uxe","不是","https://web.klokah.tw/ninew/sound/20/01/02-C-4-2.mp3"
"ku","我","https://web.klokah.tw/ninew/sound/20/01/02-C-4-3.mp3"
"laqi muuyas","學生","https://web.klokah.tw/ninew/sound/20/01/02-C-4-4.mp3"
"kwosiyaw","國小","https://web.klokah.tw/ninew/sound/20/01/02-C-4-5.mp3"
"ka","格位標記","https://web.klokah.tw/ninew/sound/20/01/02-C-4-6.mp3"
"yaku","我","https://web.klokah.tw/ninew/sound/20/01/02-C-4-7.mp3"
"Tutuy ta!","請起立！","https://web.klokah.tw/ninew/sound/20/01/03-B-1.mp3"
"Tutuy","起立","https://web.klokah.tw/ninew/sound/20/01/03-C-1-1.mp3"
"ta","我們","https://web.klokah.tw/ninew/sound/20/01/03-C-1-2.mp3"
"Thmuku!","敬禮！","https://web.klokah.tw/ninew/sound/20/01/03-B-2.mp3"
"Thmuku","敬禮","https://web.klokah.tw/ninew/sound/20/01/03-C-2-1.mp3"
"Qbhangi bino!","聽聽看！","https://web.klokah.tw/ninew/sound/20/01/03-B-3.mp3"
"Qbhangi","聽","https://web.klokah.tw/ninew/sound/20/01/03-C-3-1.mp3"
"bino","[助]","https://web.klokah.tw/ninew/sound/20/01/03-C-3-2.mp3"
"Rngagi bino!","說說看！","https://web.klokah.tw/ninew/sound/20/01/03-B-4.mp3"
"Rngagi","說","https://web.klokah.tw/ninew/sound/20/01/03-C-4-1.mp3"
"bino","[助]","https://web.klokah.tw/ninew/sound/20/01/03-C-4-2.mp3"
"Tloung!","坐下！","https://web.klokah.tw/ninew/sound/20/01/03-B-5.mp3"
"Tloung","坐下","https://web.klokah.tw/ninew/sound/20/01/03-C-5-1.mp3"
"Ima ngayan su ka isu?","你叫什麼名字？","https://web.klokah.tw/ninew/sound/20/01/04-B-1.mp3"
"Ima","誰","https://web.klokah.tw/ninew/sound/20/01/04-C-1-1.mp3"
"ngayan","名字","https://web.klokah.tw/ninew/sound/20/01/04-C-1-2.mp3"
"su","你","https://web.klokah.tw/ninew/sound/20/01/04-C-1-3.mp3"
"ka","格位標記","https://web.klokah.tw/ninew/sound/20/01/04-C-1-4.mp3"
"isu","你","https://web.klokah.tw/ninew/sound/20/01/04-C-1-5.mp3"
"Ngayan mu ge Walis Nawi.","我的名字是Walis Nawi。","https://web.klokah.tw/ninew/sound/20/01/04-B-2.mp3"
"Ngayan","名字","https://web.klokah.tw/ninew/sound/20/01/04-C-2-1.mp3"
"mu","我的","https://web.klokah.tw/ninew/sound/20/01/04-C-2-2.mp3"
"ge","是","https://web.klokah.tw/ninew/sound/20/01/04-C-2-3.mp3"
"Walis Nawi","（男子名）","https://web.klokah.tw/ninew/sound/20/01/04-C-2-4.mp3"
"Walis Nawi ka ngayan mu.","Walis Nawi是我的名字。","https://web.klokah.tw/ninew/sound/20/01/04-B-3.mp3"
"Walis Nawi","（男子名）","https://web.klokah.tw/ninew/sound/20/01/04-C-3-1.mp3"
"ka","格位標記","https://web.klokah.tw/ninew/sound/20/01/04-C-3-2.mp3"
"ngayan","名字","https://web.klokah.tw/ninew/sound/20/01/04-C-3-3.mp3"
"mu","我的","https://web.klokah.tw/ninew/sound/20/01/04-C-3-4.mp3"
"Ye namu laqi mqedil ka yamu?","你們是女生嗎？","https://web.klokah.tw/ninew/sound/20/01/05-B-1.mp3"
"Ye","（疑問詞）","https://web.klokah.tw/ninew/sound/20/01/05-C-1-1.mp3"
"namu","你們的","https://web.klokah.tw/ninew/sound/20/01/05-C-1-2.mp3"
"laqi mqedil","女生","https://web.klokah.tw/ninew/sound/20/01/05-C-1-3.mp3"
"ka","格位標記","https://web.klokah.tw/ninew/sound/20/01/05-C-1-4.mp3"
"yamu","你們","https://web.klokah.tw/ninew/sound/20/01/05-C-1-5.mp3"
"Un, laqi miyan mqedil ka yami.","是的，我們是女生。","https://web.klokah.tw/ninew/sound/20/01/05-B-2.mp3"
"Un","是的","https://web.klokah.tw/ninew/sound/20/01/05-C-2-1.mp3"
"laqi","孩子","https://web.klokah.tw/ninew/sound/20/01/05-C-2-2.mp3"
"miyan","我們","https://web.klokah.tw/ninew/sound/20/01/05-C-2-3.mp3"
"mqedil","女性","https://web.klokah.tw/ninew/sound/20/01/05-C-2-4.mp3"
"ka","格位標記","https://web.klokah.tw/ninew/sound/20/01/05-C-2-5.mp3"
"yami","我們","https://web.klokah.tw/ninew/sound/20/01/05-C-2-6.mp3"
"Ye laqi rseno ka Robo?","Robo是男生嗎？","https://web.klokah.tw/ninew/sound/20/01/05-B-3.mp3"
"Ye","（疑問詞）","https://web.klokah.tw/ninew/sound/20/01/05-C-3-1.mp3"
"laqi rseno","男生","https://web.klokah.tw/ninew/sound/20/01/05-C-3-2.mp3"
"ka","格位標記","https://web.klokah.tw/ninew/sound/20/01/05-C-3-3.mp3"
"Robo","（女子名）","https://web.klokah.tw/ninew/sound/20/01/05-C-3-4.mp3"
"Uxe, laqi mqedil ka heya.","不是，他是女生。","https://web.klokah.tw/ninew/sound/20/01/05-B-4.mp3"
"Uxe","不是","https://web.klokah.tw/ninew/sound/20/01/05-C-4-1.mp3"
"laqi mqedil","女生","https://web.klokah.tw/ninew/sound/20/01/05-C-4-2.mp3"
"ka","格位標記","https://web.klokah.tw/ninew/sound/20/01/05-C-4-3.mp3"
"heya","他","https://web.klokah.tw/ninew/sound/20/01/05-C-4-4.mp3"
"Niqan ku kingal huling ka yaku.","我有一隻狗。","https://web.klokah.tw/ninew/sound/20/01/06-B-1.mp3"
"Niqan","有","https://web.klokah.tw/ninew/sound/20/01/06-C-1-1.mp3"
"ku","我","https://web.klokah.tw/ninew/sound/20/01/06-C-1-2.mp3"
"kingal","一","https://web.klokah.tw/ninew/sound/20/01/06-C-1-3.mp3"
"huling","狗","https://web.klokah.tw/ninew/sound/20/01/06-C-1-4.mp3"
"ka","格位標記","https://web.klokah.tw/ninew/sound/20/01/06-C-1-5.mp3"
"yaku","我（代名詞）","https://web.klokah.tw/ninew/sound/20/01/06-C-1-6.mp3"
"Qalux rako na ka huling mu.","我的狗是黑色的。","https://web.klokah.tw/ninew/sound/20/01/06-B-2.mp3"
"Qalux","黑色","https://web.klokah.tw/ninew/sound/20/01/06-C-2-1.mp3"
"rako","顏色","https://web.klokah.tw/ninew/sound/20/01/06-C-2-2.mp3"
"na","的","https://web.klokah.tw/ninew/sound/20/01/06-C-2-3.mp3"
"ka","格位標記","https://web.klokah.tw/ninew/sound/20/01/06-C-2-4.mp3"
"huling","狗","https://web.klokah.tw/ninew/sound/20/01/06-C-2-5.mp3"
"mu","我的","https://web.klokah.tw/ninew/sound/20/01/06-C-2-6.mp3"
"Kuxul mu ka huling kiya.","我喜歡牠。","https://web.klokah.tw/ninew/sound/20/01/06-B-3.mp3"
"Kuxul","喜歡","https://web.klokah.tw/ninew/sound/20/01/06-C-3-1.mp3"
"mu","我的","https://web.klokah.tw/ninew/sound/20/01/06-C-3-2.mp3"
"ka","格位標記","https://web.klokah.tw/ninew/sound/20/01/06-C-3-3.mp3"
"huling","狗","https://web.klokah.tw/ninew/sound/20/01/06-C-3-4.mp3"
"kiya","那個","https://web.klokah.tw/ninew/sound/20/01/06-C-3-5.mp3"
"Smkila yaku ka huling kiya duri.","那隻狗也喜歡我。","https://web.klokah.tw/ninew/sound/20/01/06-B-4.mp3"
"Smkila","喜歡","https://web.klokah.tw/ninew/sound/20/01/06-C-4-1.mp3"
"yaku","我","https://web.klokah.tw/ninew/sound/20/01/06-C-4-2.mp3"
"ka","格位標記","https://web.klokah.tw/ninew/sound/20/01/06-C-4-3.mp3"
"huling","狗","https://web.klokah.tw/ninew/sound/20/01/06-C-4-4.mp3"
"kiya","那個","https://web.klokah.tw/ninew/sound/20/01/06-C-4-5.mp3"
"duri","也","https://web.klokah.tw/ninew/sound/20/01/06-C-4-6.mp3"
"Gaga inu ka mptgesa?","老師在哪裡？","https://web.klokah.tw/ninew/sound/20/01/07-B-1.mp3"
"Gaga","在","https://web.klokah.tw/ninew/sound/20/01/07-C-1-1.mp3"
"inu","哪裡","https://web.klokah.tw/ninew/sound/20/01/07-C-1-2.mp3"
"ka","格位標記","https://web.klokah.tw/ninew/sound/20/01/07-C-1-3.mp3"
"mptgesa","老師","https://web.klokah.tw/ninew/sound/20/01/07-C-1-4.mp3"
"Gaga hini.","在這裡。","https://web.klokah.tw/ninew/sound/20/01/07-B-2.mp3"
"Gaga","在","https://web.klokah.tw/ninew/sound/20/01/07-C-2-1.mp3"
"hini","這裡","https://web.klokah.tw/ninew/sound/20/01/07-C-2-2.mp3"
"Gaga inu ka ppatis su?","你的鉛筆在哪裡？","https://web.klokah.tw/ninew/sound/20/01/07-B-3.mp3"
"Gaga","在","https://web.klokah.tw/ninew/sound/20/01/07-C-3-1.mp3"
"inu","哪裡","https://web.klokah.tw/ninew/sound/20/01/07-C-3-2.mp3"
"ka","格位標記","https://web.klokah.tw/ninew/sound/20/01/07-C-3-3.mp3"
"ppatis","鉛筆","https://web.klokah.tw/ninew/sound/20/01/07-C-3-4.mp3"
"su","你","https://web.klokah.tw/ninew/sound/20/01/07-C-3-5.mp3"
"Gaga hiya ka ppatis mu.","我的鉛筆在那裡。","https://web.klokah.tw/ninew/sound/20/01/07-B-4.mp3"
"Gaga","在","https://web.klokah.tw/ninew/sound/20/01/07-C-4-1.mp3"
"hiya","那裡","https://web.klokah.tw/ninew/sound/20/01/07-C-4-2.mp3"
"ka","格位標記","https://web.klokah.tw/ninew/sound/20/01/07-C-4-3.mp3"
"ppatis","鉛筆","https://web.klokah.tw/ninew/sound/20/01/07-C-4-4.mp3"
"mu","我的","https://web.klokah.tw/ninew/sound/20/01/07-C-4-5.mp3"
"Maanu ka nii?","這是什麼？","https://web.klokah.tw/ninew/sound/20/01/08-B-1.mp3"
"Maanu","什麼","https://web.klokah.tw/ninew/sound/20/01/08-C-1-1.mp3"
"ka","格位標記","https://web.klokah.tw/ninew/sound/20/01/08-C-1-2.mp3"
"nii","這個","https://web.klokah.tw/ninew/sound/20/01/08-C-1-3.mp3"
"Pptasan ka nii.","這是桌子。","https://web.klokah.tw/ninew/sound/20/01/08-B-2.mp3"
"Pptasan","桌子","https://web.klokah.tw/ninew/sound/20/01/08-C-2-1.mp3"
"ka","格位標記","https://web.klokah.tw/ninew/sound/20/01/08-C-2-2.mp3"
"nii","這個","https://web.klokah.tw/ninew/sound/20/01/08-C-2-3.mp3"
"Ye chedil ka pptasan gaga?","那張桌子很重嗎？","https://web.klokah.tw/ninew/sound/20/01/08-B-3.mp3"
"Ye","（疑問詞）","https://web.klokah.tw/ninew/sound/20/01/08-C-3-1.mp3"
"chedil","重","https://web.klokah.tw/ninew/sound/20/01/08-C-3-2.mp3"
"ka","格位標記","https://web.klokah.tw/ninew/sound/20/01/08-C-3-3.mp3"
"pptasan","桌子","https://web.klokah.tw/ninew/sound/20/01/08-C-3-4.mp3"
"gaga","那個","https://web.klokah.tw/ninew/sound/20/01/08-C-3-5.mp3"
"Un, chedil ba.","是的，很重。","https://web.klokah.tw/ninew/sound/20/01/08-B-4.mp3"
"Un","是的","https://web.klokah.tw/ninew/sound/20/01/08-C-4-1.mp3"
"chedil","重","https://web.klokah.tw/ninew/sound/20/01/08-C-4-2.mp3"
"ba","很","https://web.klokah.tw/ninew/sound/20/01/08-C-4-3.mp3"
"Ima ka seediq gaga?","那個人是誰？","https://web.klokah.tw/ninew/sound/20/01/09-B-1.mp3"
"Ima","誰","https://web.klokah.tw/ninew/sound/20/01/09-C-1-1.mp3"
"ka","格位標記","https://web.klokah.tw/ninew/sound/20/01/09-C-1-2.mp3"
"seediq","人","https://web.klokah.tw/ninew/sound/20/01/09-C-1-3.mp3"
"gaga","那個","https://web.klokah.tw/ninew/sound/20/01/09-C-1-4.mp3"
"Seediq gaga ge bubu mu.","那個人是我的媽媽。","https://web.klokah.tw/ninew/sound/20/01/09-B-2.mp3"
"Seediq","人","https://web.klokah.tw/ninew/sound/20/01/09-C-2-1.mp3"
"gaga","那個","https://web.klokah.tw/ninew/sound/20/01/09-C-2-2.mp3"
"ge","是","https://web.klokah.tw/ninew/sound/20/01/09-C-2-3.mp3"
"bubu","媽媽","https://web.klokah.tw/ninew/sound/20/01/09-C-2-4.mp3"
"mu","我的","https://web.klokah.tw/ninew/sound/20/01/09-C-2-5.mp3"
"Ima ka seediq nii?","這個人是誰？","https://web.klokah.tw/ninew/sound/20/01/09-B-3.mp3"
"Ima","誰","https://web.klokah.tw/ninew/sound/20/01/09-C-3-1.mp3"
"ka","格位標記","https://web.klokah.tw/ninew/sound/20/01/09-C-3-2.mp3"
"seediq","人","https://web.klokah.tw/ninew/sound/20/01/09-C-3-3.mp3"
"nii","這個","https://web.klokah.tw/ninew/sound/20/01/09-C-3-4.mp3"
"Seediq nii ge tama mu.","這個人是我的爸爸。","https://web.klokah.tw/ninew/sound/20/01/09-B-4.mp3"
"Seediq","人","https://web.klokah.tw/ninew/sound/20/01/09-C-4-1.mp3"
"nii","這個","https://web.klokah.tw/ninew/sound/20/01/09-C-4-2.mp3"
"ge","是","https://web.klokah.tw/ninew/sound/20/01/09-C-4-3.mp3"
"tama","爸爸","https://web.klokah.tw/ninew/sound/20/01/09-C-4-4.mp3"
"mu","我的","https://web.klokah.tw/ninew/sound/20/01/09-C-4-5.mp3"
"Maanu ka qpahun na bubu su?","你媽媽的工作是什麼？","https://web.klokah.tw/ninew/sound/20/01/09-B-5.mp3"
"Maanu","什麼","https://web.klokah.tw/ninew/sound/20/01/09-C-5-1.mp3"
"ka","格位標記","https://web.klokah.tw/ninew/sound/20/01/09-C-5-2.mp3"
"qpahun","工作","https://web.klokah.tw/ninew/sound/20/01/09-C-5-3.mp3"
"na","的","https://web.klokah.tw/ninew/sound/20/01/09-C-5-4.mp3"
"bubu","媽媽","https://web.klokah.tw/ninew/sound/20/01/09-C-5-5.mp3"
"su","你","https://web.klokah.tw/ninew/sound/20/01/09-C-5-6.mp3"
"Qpahun na bubu mu ge mqlahang mnarux.","我的媽媽的工作是看護。","https://web.klokah.tw/ninew/sound/20/01/09-B-6.mp3"
"Qpahun","工作","https://web.klokah.tw/ninew/sound/20/01/09-C-6-1.mp3"
"na","的","https://web.klokah.tw/ninew/sound/20/01/09-C-6-2.mp3"
"bubu","媽媽","https://web.klokah.tw/ninew/sound/20/01/09-C-6-3.mp3"
"mu","我的","https://web.klokah.tw/ninew/sound/20/01/09-C-6-4.mp3"
"ge","是","https://web.klokah.tw/ninew/sound/20/01/09-C-6-5.mp3"
"mqlahang mnarux","看護","https://web.klokah.tw/ninew/sound/20/01/09-C-6-6.mp3"
"Ye niqan patis ka bobo pptasan?","桌子上面有書嗎？","https://web.klokah.tw/ninew/sound/20/01/10-B-1.mp3"
"Ye","（疑問詞）","https://web.klokah.tw/ninew/sound/20/01/10-C-1-1.mp3"
"niqan","有","https://web.klokah.tw/ninew/sound/20/01/10-C-1-2.mp3"
"patis","書","https://web.klokah.tw/ninew/sound/20/01/10-C-1-3.mp3"
"ka","格位標記","https://web.klokah.tw/ninew/sound/20/01/10-C-1-4.mp3"
"bobo","上面","https://web.klokah.tw/ninew/sound/20/01/10-C-1-5.mp3"
"pptasan","桌子","https://web.klokah.tw/ninew/sound/20/01/10-C-1-6.mp3"
"Teru patis ga bobo pptasan.","桌子上面有三本書。","https://web.klokah.tw/ninew/sound/20/01/10-B-2.mp3"
"Teru","三","https://web.klokah.tw/ninew/sound/20/01/10-C-2-1.mp3"
"patis","書","https://web.klokah.tw/ninew/sound/20/01/10-C-2-2.mp3"
"ga","在","https://web.klokah.tw/ninew/sound/20/01/10-C-2-3.mp3"
"bobo","上面","https://web.klokah.tw/ninew/sound/20/01/10-C-2-4.mp3"
"pptasan","桌子","https://web.klokah.tw/ninew/sound/20/01/10-C-2-5.mp3"
"Tanah ka kingal, qalux ka daha.","一本紅色的，兩本黑色的。","https://web.klokah.tw/ninew/sound/20/01/10-B-3.mp3"
"Tanah","紅色的","https://web.klokah.tw/ninew/sound/20/01/10-C-3-1.mp3"
"ka","格位標記","https://web.klokah.tw/ninew/sound/20/01/10-C-3-2.mp3"
