language,file_name,Sentence_id,Formosan,En,Ch
Amis,Amis_Conv-farming_marang_furayang,"[118, 120]","[""ka'etip"", 'ay']",['west=AY'],['西邊=AY']
Amis,Amis_Conv-farming_marang_furayang,"[118, 120]","[""ka'etip""]","['west', 'AY']","['西邊', 'AY']"
Amis,Amis_Conv-talking_tamih_panay,"[59, 66]","['pa', 'tadem', 'an']",['that.OBL'],['那個.斜格']
Amis,Amis_Nr-frog_zuomei,[13],"[""paru'"", 'han']","['put', 'HAN.PF']","['裝', 'HAN', '受焦']"
Amis,Amis_Nr-intro_ofad,"[107, 113]",['duoyuanwenhuajiaoyu'],"['multi', 'cultural.education']",['多元文化教育']
Amis,Amis_Nr-intro_tamih,[373],"['emin', 'tu']","['all', 'PFV']",['全部']
Amis,Amis_Nr-pear_minzhu,"[116, 117]",['sa=tu'],['SA=PFV'],"['SA', '完成']"
Amis,Amis_Nr-pear_minzhu,"[116, 117]","['sa', 'tu']","['SA', 'PFV']",['SA']
Atayal,AtaNr-dailylife1_Iwan,"[26, 31]","['m', ""usa'""]","['AF', 'go']",['主焦.去']
Atayal,AtaNr-dailylife1_Iwan,"[51, 53]",['saqaqasan'],"['Ca', 'happy', 'LOC']","['Ca重疊', '開心', '處焦']"
Atayal,AtaNr-dailylife1_Iwan,"[71, 76]","['m', ""usa'""]","['AF', 'go']",['主焦.去']
Atayal,AtaNr-dailylife2_Iwan,"[1, 3]","['m<in>', 'aniq']","['AF<PFV>', 'eat']",['主焦<完成>吃']
Atayal,AtaNr-dailylife3_Tauyu,"[32, 35]","['ka', 'ukas']","['KA', 'NEG']",['否定']
Atayal,AtaNr-dailylife3_Tauyu,"[47, 49]",['an'],"['LF', '1EPL.GEN']","['處焦', '1EPL.屬格']"
Atayal,AtaNr-dailylife3_Tauyu,"[56, 57]",['ku'],['NOM'],"['重複', '婦女=1EPL.屬格']"
Atayal,AtaNr-dailylife3_Tauyu,"[56, 57]",[''],[''],"['婦女', '1EPL.屬格']"
Atayal,AtaNr-dailylife3_Tauyu,"[56, 57]","['ka', 'kanayrin=mian']","['RED', 'woman=1EPL.GEN']",['我們']
Atayal,AtaNr-dailylife3_Tauyu,"[56, 57]","['kanayrin', 'mian']","['woman', '1EPL.GEN']",['']
Atayal,AtaNr-dailylife3_Tauyu,"[88, 89]","['ma', 'tawaw']",['work'],['工作']
Atayal,AtaNr-hunting1_Kainu,"[112, 113]","['ma', 'vaynay']","['AF', 'buy']",['主焦']
Atayal,AtaNr-hunting2_Buyung,[1],"[""ralu'=mu""]",['name=1SG.GEN'],"['名字', '受焦', '1SG.屬格']"
Atayal,AtaNr-hunting2_Buyung,[1],"[""ralu'"", 'mu']","['name', '1SG.GEN']",['名字']
Atayal,AtaNr-hunting2_Buyung,"[20, 21]","[""sipalawa'=niya'""]",['beckon=1SG.GEN'],"['招呼', '1SG.屬格']"
Atayal,AtaNr-hunting2_Buyung,"[20, 21]","[""sipalawa'"", ""niya'""]","['beckon', '1SG.GEN']",['招呼']
Atayal,AtaNr-hunting2_Buyung,"[22, 23]","['r', 'um', 'ag']",['<AF>help'],['<主焦>幫']
Atayal,AtaNr-hunting2_Buyung,"[28, 31]","['s', 'um', 'ayuk']","['burn.fur', 'AF']","['燒毛', '主焦']"
Atayal,AtaNr-hunting2_Buyung,"[54, 57]",['maha'],['say'],"['主焦', '說']"
Atayal,AtaNr-hunting2_Buyung,"[80, 83]","['m', ""usa'=ta'""]","['AF', 'go', '1PL.NOM']","['主焦', '去', '1PL.主格']"
Atayal,AtaNr-hunting2_Buyung,"[80, 83]","[""usa'"", ""ta'""]",['go'],['去']
Atayal,AtaNr-hunting3_Takun,[15],['ku'],"['climb', 'LF=1SG.GEN']","['爬', '處焦=1SG.屬格']"
Atayal,AtaNr-hunting3_Takun,[15],[''],"['LF', '1SG.GEN']","['處焦', '1SG.屬格']"
Atayal,AtaNr-hunting3_Takun,"[16, 20]","['taqa', 'qutit']","['often', 'excrement']",['沒用的人']
Atayal,AtaNr-hunting3_Takun,"[35, 37]","['in', 'aras=naha']","['PF.PFV', 'bring=3PL.GEN']",['受焦.完成.帶=3PL.屬格']
Atayal,AtaNr-hunting3_Takun,"[35, 37]",['in'],['PF.PFV'],"['受焦.完成.帶', '3PL.屬格']"
Atayal,AtaNr-hunting3_Takun,"[35, 37]","['aras', 'naha']","['bring', '3PL.GEN']",['']
Atayal,AtaNr-hunting3_Takun,"[38, 40]","['in', 'aras=naha']","['PF.PFV', 'bring=3PL.GEN']",['受焦.完成.帶=3PL.屬格']
Atayal,AtaNr-hunting3_Takun,"[38, 40]",['in'],['PF.PFV'],"['受焦.完成.帶', '3PL.屬格']"
Atayal,AtaNr-hunting3_Takun,"[38, 40]","['aras', 'naha']","['bring', '3PL.GEN']",['']
Atayal,AtaNr-hunting3_Takun,"[46, 48]",['masay'],"['well', 'done']",['熟']
Atayal,AtaNr-hunting3_Takun,[52],"['m', 'uwah']",['AF.come'],"['主焦', '回來']"
Atayal,AtaNr-hunting3_Takun,"[67, 68]","['ras', 'un']",['3PL.GEN'],['3PL.屬格']
Atayal,AtaNr-hunting3_Takun,"[67, 68]",['qutux'],"['bring', 'PF']","['帶', '受焦']"
Atayal,AtaNr-hunting3_Takun,"[86, 88]","['naniq', ""un=ta'""]",['food=1PL.GEN'],['食物=1PL.屬格']
Atayal,AtaNr-hunting3_Takun,"[86, 88]",['naniq'],"['food', '1PL.GEN']","['食物', '1PL.屬格']"
Atayal,AtaNr-hunting3_Takun,"[86, 88]","['un', ""ta'""]",[''],['']
Atayal,AtaNr-moving_Kainu,"[28, 33]",['an'],"['LF', '1PL.NOM']","['處焦', '1PL.主格']"
Atayal,AtaNr-moving_Kainu,"[45, 47]","['maqiyanux', 'sami']","['AF.live', '1PL.NOM']",['主焦.生活1PL.主格']
Atayal,AtaNr-moving_Kainu,"[49, 50]","['muwah', 'sami']","['AF.come', '1PL.NOM']",['主焦.來']
Atayal,AtaNr-moving_Kainu,"[108, 110]",['san'],"['call', 'LF']","['叫', '處焦']"
Atayal,AtaNr-moving_Kainu,"[111, 116]","['m<in>a', 'ki']","['AF<Prf>', 'stay']",['主焦<完成>住']
Atayal,AtaNr-moving_Kainu,"[139, 146]","['m<in>', 'ukahul=simu']","['AF<Prf>', 'origin=2PL.NOM']",['主焦<完成>發源=2PL.主格']
Atayal,AtaNr-moving_Kainu,"[139, 146]",['m<in>'],['AF<Prf>'],"['主焦<完成>發源', '2PL.主格']"
Atayal,AtaNr-moving_Kainu,"[139, 146]","['ukahul', 'simu']","['origin', '2PL.NOM']",['']
Atayal,AtaNr-moving_Kainu,"[167, 178]","['m<in>', 'kahul=miyan']","['AF<Prf>', 'origin=1PL.GEN']",['主焦<完成>發源=1PL.屬格']
Atayal,AtaNr-moving_Kainu,"[167, 178]",['m<in>'],['AF<Prf>'],"['主焦<完成>發源', '1PL.屬格']"
Atayal,AtaNr-moving_Kainu,"[167, 178]","['kahul', 'miyan']","['origin', '1PL.GEN']",['']
Atayal,AtaNr-moving_Kainu,"[186, 189]","['m<in>', 'ukahul']","['AF<Prf>', 'origin']",['主焦<完成>發源']
Atayal,AtaNr-moving_Kainu,"[205, 207]",['ukahul'],"['origin', '1PL.NOM']","['發源', '1PL.主格']"
Atayal,AtaNr-moving_Takun,[67],"['ka', 'knayril']","['Ca', 'woman']",['Ca重疊']
Atayal,AtaNr-moving_Takun,"[147, 150]","[""ma'"", ""usa'""]","['AF.IRR', 'go']",['主焦.非實現']
Atayal,AtaNr-proposal_Takun,"[1, 5]","['m', ""usa'""]","['AF', 'go']",['主焦去']
Atayal,AtaNr-proposal_Takun,"[6, 11]",['mapatisal'],['REC.AF.talk'],"['互相.主格', '說話']"
Atayal,AtaNr-proposal_Takun,"[12, 19]","[""ini'"", ""nha'""]",['NEG'],['否定']
Atayal,AtaNr-proposal_Takun,"[12, 19]","['tal', 'i']",['3PL.GEN'],['3PL.GEN']
Atayal,AtaNr-proposal_Takun,"[12, 19]",['su'],"['see', 'LF']","['看', '處焦']"
Atayal,AtaNr-proposal_Takun,"[20, 24]","['m', ""usa'""]","['AF', 'go']",['主焦.去']
Atayal,AtaNr-proposal_Takun,"[26, 29]","['m', ""usa'""]","['AF', 'go']",['主焦.去']
Atayal,AtaNr-proposal_Takun,"[30, 31]","['m', ""usa'""]","['AF', 'go']",['主焦.去']
Atayal,AtaNr-proposal_Takun,"[42, 45]","['m', ""usa'""]","['AF', 'go']",['主焦.去']
Atayal,AtaNr-proposal_Takun,"[51, 56]","['m', ""usa'""]","['AF', 'go']",['主焦.去']
Atayal,AtaNr-proposal_Takun,"[57, 59]","['m', ""usa'""]","['AF', 'go']",['主焦.去']
Atayal,AtaNr-proposal_Takun,"[57, 59]","['m', ""usa'""]","['AF', 'go']",['主焦.去']
Atayal,AtaNr-proposal_Takun,"[74, 78]","['ma', 'navuwag']","['AF', 'drink.wine']",['主焦.喝酒']
Atayal,AtaNr-proposal_Takun,"[74, 78]","['m', 'uwah']","['AF', 'come']",['主焦.來']
Atayal,AtaNr-proposal_Takun,"[92, 95]","['ma', 'navuwag']","['AF', 'drink.wine']",['主焦.喝酒']
Atayal,AtaNr-proposal_Takun,"[92, 95]","['ma', 'nabuwag']","['AF', 'drink.wine']",['主焦.喝酒']
Atayal,AtaNr-proposal_Takun,"[113, 117]","['un', ""naha'""]",['PF'],['受焦']
Atayal,AtaNr-proposal_Takun,"[118, 121]","[""ki'i"", '']",['probably'],['可能']
Atayal,AtaNr-proposal_Takun,"[131, 142]","[""satu'"", 'un']",['give.as.gift'],['送禮']
Atayal,AtaNr-sowing_Kainu,"[54, 57]","['tamalung', ""hiya'""]",['man'],['男人']
Atayal,AtaNr-sowing_Kainu,"[60, 63]","['m<in>', 'ang']","['AF<PFV>', 'plow']",['主焦<完成>墾地']
Atayal,AtaNr-sowing_Kainu,"[67, 70]","['ay', 'mian']",['IRR'],['非實現']
Atayal,AtaNr-sowing_Kainu,"[71, 72]","['t<in>a', ""'aring""]","['TA<PFV>TA', 'begin']",['開始<完成>開始']
Atayal,AtaNr-sowing_Kainu,"[94, 95]","[""gelugelu=nha'""]","['RED', 'relative=3PL.GEN']","['重疊', '親戚=3PL.屬格']"
Atayal,AtaNr-sowing_Kainu,"[94, 95]","['gelugelu', ""nha'""]",['RED'],['重疊']
Atayal,AtaNr-sowing_Kainu,"[94, 95]",[''],"['relative', '3PL.GEN']","['親戚', '3PL.屬格']"
Atayal,AtaNr-sowing_Kainu,"[114, 119]",['i'],"['AF', 'work']","['主焦', '工作']"
Atayal,AtaNr-sowing_Kainu,"[114, 119]","['ma', 'tawwaw']",['ACC'],['受格']
Atayal,AtaNr-sowing_Kainu,"[114, 119]","['na', 'niq', ""un=nha'""]","['Ca', 'eat', 'PF=3PL.GEN']","['Ca重疊', '受焦=3PL.屬格']"
Atayal,AtaNr-sowing_Kainu,"[114, 119]",['niq'],['eat'],"['受焦', '3PL.屬格']"
Atayal,AtaNr-sowing_Kainu,"[114, 119]","['un', ""nha'""]","['PF', '3PL.GEN']",['']
Atayal,AtaNr-sowing_Kainu,"[114, 119]","['na', 'niq', ""un=nha'""]","['Ca', 'eat', 'PF=3PL.GEN']","['Ca重疊', '受焦=3PL.屬格']"
Atayal,AtaNr-sowing_Kainu,"[114, 119]",['niq'],['eat'],"['受焦', '3PL.屬格']"
Atayal,AtaNr-sowing_Kainu,"[114, 119]","['un', ""nha'""]","['PF', '3PL.GEN']",['']
Atayal,AtaNr-weaving_Kagaw,[75],"['mutux', 'sami']","['customarily', '1PL.GEN']",['通常會']
Atayal,AtaNr-weaving_Kagaw,[75],"['ras', 'un']","['bring', 'PF']",['3PL.主格']
Atayal,AtaNr-weaving_Kagaw,[75],['aring'],['start.AF'],"['開始', '主焦']"
Atayal,AtaNr-weaving_Kagaw,"[85, 86]",['magan'],['take'],"['拿', '處焦']"
Atayal,AtaNr-weaving_Kagaw,[130],['mutu=mu'],['customarily=1SG.GEN'],"['主焦', '種植.1SG.屬格']"
Atayal,AtaNr-weaving_Kagaw,[130],"['mutu', 'mu']","['customarily', '1SG.GEN']",['主焦']
Atayal,AtaNr-weaving_Kagaw,[145],"['m', 'aha']",['AF.say'],['主焦.說']
Atayal,AtaNr-weaving_Kagaw,[145],"['tamalx', 'i']","['at.random', 'IMP.LF']",['隨便']
Bunun,bnNr-frog_Adus,"[12, 14]","['na=min', ""'uni""]","['IRR=become', 'UNI']","['非實現', '變成', 'UNI']"
Bunun,bnNr-frog_Adus,"[12, 14]","['na', 'min']","['IRR', 'become']",['非實現']
Bunun,bnNr-frog_Adus,[23],['asu'],"['AF', 'RED', 'observe']","['主焦', '重疊', '觀察']"
Bunun,bnNr-frog_Adus,"[44, 46]","['min', 'na=dii']","['become', 'to', 'there']","['變成', '到', '那裡']"
Bunun,bnNr-frog_Adus,"[44, 46]","['na', 'dii']",['to'],['到']
Bunun,bnNr-frog_Adus,"[50, 56]",['adu'],"['be.at', 'inside']","['在', '裡面']"
Bunun,bnNr-frog_Adus,"[50, 56]","['i', 'ngadah']",['TOP'],['主題']
Bunun,bnNr-frog_Adus,"[50, 56]","['min', 'na', 'tasipal=in']","['become.to', 'opposite=COS']","['到', '對面=改變狀態']"
Bunun,bnNr-frog_Adus,"[50, 56]",['na'],"['opposite', 'COS']","['對面', '改變狀態']"
Bunun,bnNr-frog_Adus,"[50, 56]","['tasipal', 'in']",[''],['']
Bunun,bnNr-frog_Adus,"[79, 80]",['pahusaz'],"['hornet', 'DIST.OBL']","['虎頭蜂', '遠距.斜格']"
Bunun,bnNr-frog_Adus,"[82, 83]","['pahusaz', 'a']","['hornet', 'DIST.NOM']",['虎頭蜂＝遠距.主格']
Bunun,bnNr-frog_Adus,"[87, 88]","['masi', 'taunghu']",['face.to'],['朝天']
Bunun,bnNr-frog_Adus,[89],"['inkadua', 's']","['find', 'GEN']",['找到']
Bunun,bnNr-frog_Adus,"[95, 98]","['u', 's']","['PF', 'GEN']",['受焦']
Bunun,bnNr-frog_Adus,"[95, 98]","['ki', 'kilim']",['<RED>look.for'],['<重疊>找尋']
Bunun,bnNr-frog_Adus,"[95, 98]","['kan', 'dundah', 'an']","['foot.actionkick', 'LF']","['腳部動作', '踢', '處焦']"
Bunun,bnNr-frog_Adus,"[99, 100]","['a', 'ska=dii']","['VIS.DIST', 'somewhere.on.the.way', 'there']","['可見.遠距', '途中某處', '那裡']"
Bunun,bnNr-frog_Adus,"[99, 100]","['ska', 'dii']",['somewhere.on.the.way'],['途中某處']
Bunun,bnNr-frog_Adus,"[114, 116]","['m', 'un', ""'apav=in""]","['AF', 'head.to', 'outside=COS']","['主焦', '前進', '外面', '改變狀態']"
Bunun,bnNr-frog_Adus,"[114, 116]","[""'apav"", 'in']","['outside', 'COS']",['外面']
Bunun,bnNr-frog_Adus,"[114, 116]","['a', 'da', 'daza=dii']","['VIS.DIST', 'RED', 'upside', 'there']","['可見.遠距', '重疊', '上面=那裡']"
Bunun,bnNr-frog_Adus,"[114, 116]","['daza', 'dii']",['upside'],"['上面', '那裡']"
Bunun,bnNr-frog_Adus,"[120, 124]","['diip', 'in']",['there'],['那裡']
Bunun,bnNr-frog_Adus,"[120, 124]",['inkaduan=in'],['find=COS'],"['找到', '改變狀態']"
Bunun,bnNr-frog_Adus,"[120, 124]","['inkaduan', 'in']","['find', 'COS']",['找到']
Bunun,bnNr-frog_Adus,[125],['ka'],"['just', 'on.earth', 'OBL']","['就', '到底', '斜格']"
Bunun,bnNr-frog_Adus,[126],['na=maikusna=sian'],"['IRR=from', 'LOC.MED']","['非實現=從', '處格']"
Bunun,bnNr-frog_Adus,[126],"['na', 'maikusna', 'sian']","['IRR', 'from']","['非實現', '從']"
Bunun,bnNr-frog_Adus,"[130, 132]",['sian'],['3SG.NOM.MED'],"['這', '近距.主格']"
Bunun,bnNr-frog_Adus,"[133, 136]","['m', 'un', ""'apav=an""]","['AF', 'head.to', 'outside=MED.NOM']","['主焦', '前進', '外面', '中距.主格']"
Bunun,bnNr-frog_Adus,"[133, 136]","[""'apav"", 'an']","['outside', 'MED.NOM']",['外面']
Bunun,bnNr-frog_Adus,[137],"['nai', 'tan']",['3PL.OBL.MED'],['3PL.斜格.中距']
Bunun,bnNr-frog_Adus,"[140, 141]","['m', 'un', ""'apav=in""]","['AF', 'head.to', 'outside=COS']","['主焦', '前進', '外面', '改變狀態']"
Bunun,bnNr-frog_Adus,"[140, 141]","[""'apav"", 'in']","['outside', 'COS']",['外面']
Bunun,bnNr-frog_Adus,[143],"['m', 'un', ""'apav=in""]","['AF', 'head.to', 'outside=COS']","['主焦', '前進', '外面', '改變狀態']"
Bunun,bnNr-frog_Adus,[143],"[""'apav"", 'in']","['outside', 'COS']",['外面']
Bunun,bnNr-frog_Adus,"[156, 158]","['m', 'al<ma>mangdav']","['AF', 'state', '<Ca>look.down.from.cliff']","['主焦', '狀態', '<Ca重疊>從懸崖往下看']"
Bunun,bnNr-frog_Adus,"[168, 170]",['saicia'],"['3PL', 'DIST.OBL']","['3PL', '遠距.斜格']"
Bunun,bnNr-frog_Adus,"[168, 170]",['saicia'],"['3PL', 'DIST.OBL']","['3PL', '遠距.斜格']"
Bunun,bnNr-frog_Adus,"[173, 174]",['inkaduan=in'],['find=COS'],"['找到', '改變狀態']"
Bunun,bnNr-frog_Adus,"[173, 174]","['inkaduan', 'in']","['find', 'COS']",['找到']
Bunun,bnNr-frog_Adus,"[182, 185]",['naia'],"['3PL', 'DIST.NOM']","['3PL', '遠距.主格']"
Bunun,bnNr-frog_Adus,"[182, 185]","['asu', 'cia', 's']","['dog', 'DIST.OBL']","['狗', '遠距.斜格']"
Bunun,bnNr-frog_Adus,"[182, 185]","['uvaaz', 'cia']",['()CONJ'],['()連接詞']
Bunun,bnNr-frog_Adus,"[182, 185]","['min', 'aiza']",['TOP'],['主題']
Bunun,bnNr-frog_Adus,"[182, 185]",['sisiuh'],"['change', 'EXIST']","['變', '存在']"
Bunun,bnNr-frog_Adus,"[190, 191]","['saicin', 'un']",['see.you'],['再見']
Bunun,bnNr-frog_Adus,"[192, 194]",['naia'],['3PL.NOM'],"['3PL', '遠距.主格']"
Bunun,bnNr-frog_Ciang,"[26, 30]","['a', 'dii']",['VIS.DIST=there'],['可見.遠距=那裡']
Bunun,bnNr-frog_Ciang,"[26, 30]",['a'],"['VIS.DIST', 'there']","['可見.遠距', '那裡']"
Bunun,bnNr-frog_Ciang,"[26, 30]","['sisiuh', ""'ikit=a""]","['frog', 'small=DIST.NOM']",['青蛙=指小=遠距.主格']
Bunun,bnNr-frog_Ciang,"[26, 30]",['sisiuh'],['frog'],"['青蛙', '指小', '遠距.主格']"
Bunun,bnNr-frog_Ciang,"[26, 30]","[""'ikit"", 'a']","['small', 'DIST.NOM']",['']
Bunun,bnNr-frog_Ciang,"[68, 71]","['i', 'dadaza']","['be.at', 'RED', 'upside']","['在', '重疊', '上面']"
Bunun,bnNr-frog_Ciang,"[72, 73]","['maz', 'a', 'sia']","['what', 'DIST.NOM']","['什麼', '遠距.主格']"
Bunun,bnNr-frog_Ciang,"[78, 83]","['maz', 'a', '']","['what', 'DIST.NOM']","['什麼', '遠距.主格']"
Bunun,bnNr-frog_Ciang,"[78, 83]","['', 'sia', 's']","['LOC', 'OBL']","['處格', '斜格']"
Bunun,bnNr-frog_Ciang,"[97, 105]","['maz', 'a', 'sia']","['what', 'DIST.NOM']","['什麼', '遠距.主格']"
Bunun,bnNr-frog_Ciang,"[97, 105]","['cis', '<da>daan']",['run<RED>road'],['跑<重疊>路']
Bunun,bnNr-frog_Ciang,"[115, 116]",['cinhuza'],"['cin', 'startle']","['突然', '驚嚇']"
Bunun,bnNr-frog_Ciang,"[135, 138]","['ma', 'p', 'is', 'haiap']","['CAU', 'IS', 'know']","['使役', 'IS', '知道']"
Bunun,bnNr-frog_Ciang,"[143, 147]",['maza'],"['what', 'DIST.NOM']","['什麼', '遠距.主格']"
Bunun,bnNr-frog_Ciang,"[154, 158]",['a'],"['become', 'dry']","['變成', '乾']"
Bunun,bnNr-frog_Ciang,"[154, 158]","['min', 'haliv']",['what=DIST.NOM=LOC'],['什麼=遠距.主格=處格']
Bunun,bnNr-frog_Ciang,"[154, 158]",['min'],"['what', 'DIST.NOM', 'LOC']","['什麼', '遠距.主格', '處格']"
Bunun,bnNr-frog_Ciang,"[154, 158]","['maz', 'a', 'sia']",['clothes'],['衣服']
Bunun,bnNr-frog_Ciang,"[154, 158]",['a'],"['AF', 'dry']","['主焦', '乾']"
Bunun,bnNr-frog_Ciang,"[154, 158]","['ma', 'haliv']",['NOM'],['主格']
Bunun,bnNr-frog_Ciang,"[154, 158]",['a'],"['what', 'DIST.NOM', 'LOC']","['什麼', '遠距.主格', '處格']"
Bunun,bnNr-frog_Ciang,"[159, 163]","['a', 'dii']",['VIS.DIST'],['可見.遠距']
Bunun,bnNr-frog_Ciang,"[159, 163]","['maz', 'a', '']","['what', 'DIST.NOM']","['什麼', '遠距.主格']"
Bunun,bnNr-frog_Ciang,"[164, 166]",['a'],"['VIS.DIST', 'there=DIST.NOM']","['可見.遠距', '那裡=遠距.主格']"
Bunun,bnNr-frog_Ciang,"[164, 166]",[''],"['there', 'DIST.NOM']","['那裡', '遠距.主格']"
Bunun,bnNr-frog_Ciang,"[169, 172]",['sisiuh=a'],['frog=DIST.NOM'],"['青蛙', '遠距.主格']"
Bunun,bnNr-frog_Ciang,"[169, 172]","['sisiuh', 'a']","['frog', 'DIST.NOM']",['青蛙']
Bunun,bnNr-frog_Ciang,"[169, 172]","['iza', 'u=s']",['REPAIR'],['repair']
Bunun,bnNr-frog_Ciang,"[169, 172]","['u', 's']",[''],['']
Bunun,bnNr-frog_Ciang,"[169, 172]",['sisiuh=a'],"['PN', 'small=DIST.GEN']","['人名', '小=遠距.屬格']"
Bunun,bnNr-frog_Ciang,"[169, 172]","['sisiuh', 'a']",['PN'],['人名']
Bunun,bnNr-frog_Ciang,"[169, 172]",[''],"['small', 'DIST.GEN']","['小', '遠距.屬格']"
Bunun,bnNr-frog_Ciang,[173],"['mu', 'daan']","['AF', 'go', 'road']","['主焦', '去', '路']"
Bunun,bnNr-frog_Hanaivaz,"[59, 62]","['si', 'u']",['XXXX'],['XXXX']
Bunun,bnNr-frog_Hanaivaz,"[89, 90]",['uvaaz=a'],['child=DIST.NOM'],"['孩子', '遠距.主格']"
Bunun,bnNr-frog_Hanaivaz,"[89, 90]","['uvaaz', 'a']","['child', 'DIST.NOM']",['孩子']
Bunun,bnNr-frog_Hanaivaz,"[91, 92]",['pan'],"['bottle', 'DIST.NOM']","['瓶子', '遠距.主格']"
Bunun,bnNr-frog_Hanaivaz,"[104, 112]","['ma', 'daing']",['AF.big'],"['主焦', '大']"
Bunun,bnNr-frog_Hanaivaz,"[153, 155]",['bahusaz'],"['hornet', 'DIST.NOM']","['虎頭蜂', '遠距.主格']"
Bunun,bnNr-frog_Hanaivaz,"[211, 215]",['ngabul=daingaz'],['deer=old'],"['鹿', '老']"
Bunun,bnNr-frog_Hanaivaz,"[211, 215]","['ngabul', 'daingaz']","['deer', 'old']",['鹿']
Bunun,bnNr-frog_Hanaivaz,"[216, 219]","['maz', 'a']","['what', 'DIST.NOM', 'LOC']","['什麼', '遠距.主格', '處格']"
Bunun,bnNr-frog_Hanaivaz,"[223, 224]","['uvaaz', 'a']",['childDIST.NOM'],"['孩子', '遠距.主格']"
Bunun,bnNr-frog_Hanaivaz,"[230, 233]",['asu'],"['dog', 'DIST.NOM']","['狗', '遠距.主格']"
Bunun,bnNr-frog_Hanaivaz,"[242, 246]","['na=tung', 'kadang']","['IRR=hide', 'shelter']",['非實現=遮蔽處']
Bunun,bnNr-frog_Hanaivaz,"[242, 246]","['tuh', 'lukis', 'daingaz=a']","['head.of.stem', 'tree', 'old=DIST.NOM']","['莖頭', '樹', '老', '遠距.主格']"
Bunun,bnNr-frog_Hanaivaz,"[242, 246]","['daingaz', 'a']","['old', 'DIST.NOM']",['老']
Bunun,bnNr-frog_Hanaivaz,"[253, 257]","['tuh', 'lukis=cia']","['head.of.stem', 'tree=DIST.OBL']","['莖頭', '樹', '遠距.斜格']"
Bunun,bnNr-frog_Hanaivaz,"[253, 257]","['lukis', 'cia']","['tree', 'DIST.OBL']",['樹']
Bunun,bnNr-frog_Hanaivaz,"[270, 276]","['tuh', 'lukis=cia']","['head.of.stem', 'tree=DIST.OBL']","['莖頭', '樹', '遠距.斜格']"
Bunun,bnNr-frog_Hanaivaz,"[270, 276]","['lukis', 'cia']","['tree', 'DIST.OBL']",['樹']
Bunun,bnNr-frog_Hanaivaz,"[286, 290]","['ku', 'dii']","['go', 'there']",['去.那裡']
Bunun,bnNr-frog_Laniahu,"[9, 10]",['siul'],"['window', 'DIST.NOM']","['窗戶', '遠距.主格']"
Bunun,bnNr-frog_Laniahu,"[9, 10]",['aiza'],"['what', 'DIST.NOM']","['什麼', '遠距.主格']"
Bunun,bnNr-frog_Laniahu,"[9, 10]","['maz', 'a']",['moon'],['月亮']
Bunun,bnNr-frog_Laniahu,"[11, 12]","['nai', 'an']",['3PL'],['3PL']
Bunun,bnNr-frog_Laniahu,"[20, 21]",['dii'],"['frog', 'DIST.NOM']","['青蛙', '遠距.主格']"
Bunun,bnNr-frog_Laniahu,"[20, 21]","['sisiuh', 'a']",['TOP'],['主題']
Bunun,bnNr-frog_Laniahu,[38],"['a', 'dii']","['VIS.DIST', 'there']",['可見.遠距']
Bunun,bnNr-frog_Laniahu,"[70, 71]","['nai', 'a']",['3PL=DIST.NOM'],['3PL=遠距.主格']
Bunun,bnNr-frog_Laniahu,"[70, 71]",['nai'],"['3PL', 'DIST.NOM']","['3PL', '遠距.主格']"
Bunun,bnNr-frog_Laniahu,"[72, 74]","['maz', 'a']",['DIST.NOM'],"['什麼', '遠距.主格']"
Bunun,bnNr-frog_Laniahu,[77],"['maz=a', 'dii']","['what=DIST.NOM', 'there']",['什麼=遠距.主格']
Bunun,bnNr-frog_Laniahu,[77],"['maz=a', 'dii']","['what=DIST.NOM', 'there']",['什麼=遠距.主格']
Bunun,bnNr-frog_Laniahu,[78],['maz=a'],"['what=DIST.NOM', 'there']",['什麼=遠距.主格']
Bunun,bnNr-frog_Laniahu,[80],"[""'uak""]","['ribbit', 'ribbit']",['呱呱']
Bunun,bnNr-frog_Laniahu,[80],['ka'],"['where', 'COS', 'OBL']","['哪裡', '改變狀態', '斜格']"
Bunun,bnNr-frog_Laniahu,[80],"['isa', 'bi', 's']",['2SG'],['2SG']
Bunun,bnNr-frog_Laniahu,[82],['na=aupa'],"['IRR', 'because']","['非實現', '因為']"
Bunun,bnNr-frog_Laniahu,[82],"['na', 'aupa']",['IRR'],['非實現']
Bunun,bnNr-frog_Laniahu,[94],"['asu', 'a']","['dog', 'DIST.NOM']",['狗＝遠距.主格']
Bunun,bnNr-frog_Laniahu,"[99, 100]",['mas'],"['DIST.NOM', 'there']","['遠距.主格', '那裡']"
Bunun,bnNr-frog_Laniahu,"[99, 100]","['a', 'dii']",['LNK'],['連繫詞']
Bunun,bnNr-frog_Laniahu,"[99, 100]","['m<in>un', 'pungav']","['AF', '<PFV>head.to', 'lost']","['主焦', '<完成毛>前進', '失去的']"
Bunun,bnNr-frog_Laniahu,"[103, 111]","['maz', 'a']","['what=DIST.NOM', 'there']",['什麼=遠距.主格']
Bunun,bnNr-frog_Laniahu,"[103, 111]",['maz'],"['what', 'DIST.NOM']","['什麼', '遠距.主格']"
Bunun,bnNr-frog_Laniahu,"[103, 111]","['maz', 'a']","['what=DIST.NOM', 'there']",['什麼=遠距.主格']
Bunun,bnNr-frog_Laniahu,"[103, 111]",['maz'],"['what', 'DIST.NOM']","['什麼', '遠距.主格']"
