"Mrbu su! Musa su inu hu?","早安，你要去哪裡？","https://klokah.tw/extension/con_data/sound/15/sentence/15c1s1.mp3"
"Musa ku alang qmita tama mi bubu mu.","我要回（去）部落探望父母。","https://klokah.tw/extension/con_data/sound/15/sentence/15c1s2.mp3"
"Ya malu kana ka dhiya hu?","他們都好嗎？","https://klokah.tw/extension/con_data/sound/15/sentence/15c1s3.mp3"
"Malu bay kana, mhuway su.","（他們）都很好，謝謝。","https://klokah.tw/extension/con_data/sound/15/sentence/15c1s4.mp3"
"Musa su mkpiya diyax hu?","你要去幾天（多久）？","https://klokah.tw/extension/con_data/sound/15/sentence/15c1s5.mp3"
"Miyah ku kusun da.","明天就回來了。","https://klokah.tw/extension/con_data/sound/15/sentence/15c1s6.mp3"
"Kiya ha, swayay ta han.","那麼，再會。","https://klokah.tw/extension/con_data/sound/15/sentence/15c1s7.mp3"
"Bsiyaq ta ini tqita da.","好久不見。","https://klokah.tw/extension/con_data/sound/15/sentence/15c1s8.mp3"
"Enduwa hai, bsiyaq balay ini misu qtai da.","是啊，真的很久沒看到你。","https://klokah.tw/extension/con_data/sound/15/sentence/15c1s9.mp3"
"Musa su inu ka kusun hu?","你明天要去哪兒？","https://klokah.tw/extension/con_data/sound/15/sentence/15c1s10.mp3"
"Uka! Niqan uda su hu?","沒有啦！有事嘛？","https://klokah.tw/extension/con_data/sound/15/sentence/15c1s11.mp3"
"Musa ku qmita nhman mu macu qmpahan.","我要去山上看我撒的小米種。","https://klokah.tw/extension/con_data/sound/15/sentence/15c1s12.mp3"
"Malu su, Iwan ka yaku, ima hangan su?","你好，我叫伊萬，你叫什麼名字？","https://klokah.tw/extension/con_data/sound/15/sentence/15c2s1.mp3"
"Pawan ka hangan mu.","我的名字叫巴萬。","https://klokah.tw/extension/con_data/sound/15/sentence/15c2s2.mp3"
"Dangi mu ka hiya.","他是我的朋友。","https://klokah.tw/extension/con_data/sound/15/sentence/15c2s3.mp3"
"Sediq tanah tunuh ka hiya, miyah smluhay kari Sediq.","他是日本人，來學賽德克族語言。","https://klokah.tw/extension/con_data/sound/15/sentence/15c2s4.mp3"
"Mqaras ku balay smturung isu.","很高興遇到你。","https://klokah.tw/extension/con_data/sound/15/sentence/15c2s5.mp3"
"Sediq ku Toda, pniyah ku alang Snuin.","我是賽德克族都達人，來自春陽。","https://klokah.tw/extension/con_data/sound/15/sentence/15c2s6.mp3"
"Way su qmpah manu hu?","你在做什麼工作？","https://klokah.tw/extension/con_data/sound/15/sentence/15c2s7.mp3"
"Emptsa ka yaku, tmsa ku kari Sediq.","我是老師，教賽德克族語老師。","https://klokah.tw/extension/con_data/sound/15/sentence/15c2s8.mp3"
"Klaun su ka emptsa Walis hu?","你認識瓦歷斯老師嗎？","https://klokah.tw/extension/con_data/sound/15/sentence/15c2s9.mp3"
"Klaun mu, dangi mu balay ka hiya.","認識，我跟他是好朋友。","https://klokah.tw/extension/con_data/sound/15/sentence/15c2s10.mp3"
"Nii ku muray balay, niqan uqun hu?","我的肚子好餓，有東西可以吃嗎？","https://klokah.tw/extension/con_data/sound/15/sentence/15c3s1.mp3"
"Niqan tikuh hiyi qhuni.","這裡有一些水果。","https://klokah.tw/extension/con_data/sound/15/sentence/15c3s2.mp3"
"Ini ktngi ka mkan hiyi qhuni, asi mkan idaw kiya ka mtngi ku hari.","水果吃不飽啦！我還是吃飯比較會飽。","https://klokah.tw/extension/con_data/sound/15/sentence/15c3s3.mp3"
"Iq, pchada ku idaw han.","好，我來煮飯。","https://klokah.tw/extension/con_data/sound/15/sentence/15c3s4.mp3"
"Smowic bay! Sangay ku tikuh han.","好累喔！休息一下。","https://klokah.tw/extension/con_data/sound/15/sentence/15c3s5.mp3"
"Way wakac! Usa tluung tikuh hiya han!","那邊有張椅子，你去那裡坐一下吧！","https://klokah.tw/extension/con_data/sound/15/sentence/15c3s6.mp3"
"Thiyaq na hu? Uxay ku pdhuq mksa da.","還很遠嘛？我快走不動了。","https://klokah.tw/extension/con_data/sound/15/sentence/15c3s7.mp3"
"Uxay biyaw dhuq da, kmbiyax wah!","快到了，加油吧！","https://klokah.tw/extension/con_data/sound/15/sentence/15c3s8.mp3"
"Paru bay hidaw, tagay bay mring mu.","太陽好大，我流了好多汗。","https://klokah.tw/extension/con_data/sound/15/sentence/15c3s9.mp3"
"Mahi tikuh qsiya han, kiya ini khuwaw!","喝點水解渴吧！","https://klokah.tw/extension/con_data/sound/15/sentence/15c3s10.mp3"
"Hmuya karac ka saya hu?","今天天氣怎麼樣？","https://klokah.tw/extension/con_data/sound/15/sentence/15c4s1.mp3"
"Malu balay ka karac saya, cnbu paru hidaw.","今天天氣很好，出大太陽。","https://klokah.tw/extension/con_data/sound/15/sentence/15c4s2.mp3"
"Enduwa! Smkuxul ku karac thidaw, ini ku skuxul qmuyux.","對喔！我喜歡出太陽的天氣，不喜歡下雨。","https://klokah.tw/extension/con_data/sound/15/sentence/15c4s3.mp3"
"Hmuya ka karac kusun hu?","明天天氣會怎樣呢？","https://klokah.tw/extension/con_data/sound/15/sentence/15c4s4.mp3"
"Bhangan kari o, mmiyah ka paru bwihur.","據說，有颱風要來。","https://klokah.tw/extension/con_data/sound/15/sentence/15c4s5.mp3"
"Qmnuyux ka ckman hu?","昨天晚上有下雨嗎？","https://klokah.tw/extension/con_data/sound/15/sentence/15c4s6.mp3"
"Saw bay qmnuyux paru balay quyux.","好像下過了一場大雨。","https://klokah.tw/extension/con_data/sound/15/sentence/15c4s7.mp3"
"Wada malu karac ka saya da.","今天天氣變好了。","https://klokah.tw/extension/con_data/sound/15/sentence/15c4s8.mp3"
"Bhangan kari o, saw bay mpquyux ka kusun dungan.","聽說，明天又會下雨。","https://klokah.tw/extension/con_data/sound/15/sentence/15c4s9.mp3"
"Musa su nganguc, iya chungi madas trasi.","出門記得帶雨傘。","https://klokah.tw/extension/con_data/sound/15/sentence/15c4s10.mp3"
"Piya kngkawas ka pntingan su hu?","你是哪一年出生的？","https://klokah.tw/extension/con_data/sound/15/sentence/15c5s1.mp3"
"Mntuting ku kngkawas maxal mngari kbkuy mspac kmxalan spac.","我出生於1984年。","https://klokah.tw/extension/con_data/sound/15/sentence/15c5s2.mp3"
"Knuwan ka pntingan su hu?","你的生日是什麼時候？","https://klokah.tw/extension/con_data/sound/15/sentence/15c5s3.mp3"
"Empusal diyax mpitu idas ka pntingan mu.","我的生日是7月20日。","https://klokah.tw/extension/con_data/sound/15/sentence/15c5s4.mp3"
"Piya idas mi piya diyax ka saya hu?","今天是幾月幾日？","https://klokah.tw/extension/con_data/sound/15/sentence/15c5s5.mp3"
