"takɨrabaraberɨ kétevalaka ni swa sesa takɨrabaraberɨ kétevalaka ni swa sesa","祝你生日快樂 祝你生日快樂","https://web.klokah.tw/text/sound/27757/461015.mp3"
"musu Ipulu mabebere made kétevalaka ni swa takɨrabaraberɨ kétevalaka ni swa sesa","祝（你/伊布魯）生日快樂 祝你生日快樂","https://web.klokah.tw/text/sound/27757/461017.mp3"
"takɨrabaraberɨ Ticico mitia kétevalaka ni swa takɨrabaraberɨ Ticio mitia kétevalaka ni swa","感謝賜生命的上帝 感謝賜生命的上帝","https://web.klokah.tw/text/sound/27757/461019.mp3"
"musu Ipulu sukuba Ticico mitia kétevalakani swa takɨrabaraberɨ Ticio mitia kétevalaka ni swa","你要禱告賜生命的上帝 感謝賜生命的上帝","https://web.klokah.tw/text/sound/27757/461021.mp3"
"ina muidranga na ciuka minkoku sessa na edé la kudrusa cvélé, lrima dremare, mposele klrima viene doyobi ka (nolriki thɨpatɨ dremare mngesele kneme viene) ka,","謹詹於中華民國102年國曆5月25日星期六(農曆4月16日)","https://web.klokah.tw/text/sound/27759/461028.mp3"
"iku vlakeli abéya ku skadrusa Arui ka, nuwama kisilri Kodva ku vlakedra ki Kanau si Ipulu skadrusa sovlé, Laucu.","為次女阿茹依小姐與茂林區多納里卡鬧烏先生與伊布魯女士令次男勞祖君舉行結婚典禮","https://web.klokah.tw/text/sound/27759/461029.mp3"
"sikinema spalengane si nukéma ku kabeberata ngékene, mukunianga ngurubua thekadane tkapɨra.","敬備喜筵 恭請 閣家光臨","https://web.klokah.tw/text/sound/27759/461030.mp3"
"Ubakɨ si Oni sukubu si mukuninga nukaradra: tésarbubuadra","烏巴克 歐 尼 鞠躬 恕邀","https://web.klokah.tw/text/sound/27759/461031.mp3"
"Teldreka toké: véva na mngesle kdrusa toké viene: ciuka minkoku sessa na edé la kudrusa cvélé, lrima dremare, mposele klrima viene","席設：高雄市茂林區多功能活動中心 時間：中午十二時入席 日期：102年5月25日","https://web.klokah.tw/text/sound/27759/461032.mp3"
"na kelatingisa ka nerepenge manga, la ngingiece na rarame si la tubi na akange apersɨsɨ.","春將歸， 鳥啼魚落淚。","https://web.klokah.tw/text/sound/27760/461033.mp3"
"dane cɨvalri sutudunga ku kelatingingisa na udale, antuluru ku tilisukadra na tebongacɨre asɨsɨ mutudru.","屋頂漏春雨， 順著蜂巢點點滴。","https://web.klokah.tw/text/sound/27760/461034.mp3"
"iku burene téburo na cɨlé, tokorepange uthieke muwa modringi tacɨlara susiengenga.","古池塘呀， 青蛙跳入水聲響。","https://web.klokah.tw/text/sound/27760/461035.mp3"
"iké sesa na viene, nina ka iké sinsino, iki Ahanti velakedra liké biladra mililivi.","一天，媽媽在洗衣服，阿凡提在旁邊玩。","https://web.klokah.tw/text/sound/27765/461049.mp3"
"madadengacɨ ki Ahanti, icɨnle si sudredrenga dia sékingidra ki nina.","淘氣的阿凡提不小心一腳把媽媽的肥皂盒碰翻，","https://web.klokah.tw/text/sound/27765/461050.mp3"
"iku saké sinsino ku séking sudidenga maké déda bulru ngéberese, la séreképé madro na ado.","肥皂掉在地上沾了許多泥。","https://web.klokah.tw/text/sound/27765/461051.mp3"
"“Ahanti, cila, tumasu nia sɨkadadengace, mera musu pitikilungu sékingi, mwa ribungu drekerle bothebathe pitibula.” nina ka musobaka megaucu.","「阿凡提，看你這個淘氣鬼，把我的肥皂都弄髒了，快到河邊把肥皂洗乾淨。」媽媽生氣地說。","https://web.klokah.tw/text/sound/27765/461052.mp3"
"Ahanti laradia sukulu ku mudide iké déda na sékingi, lapakedredreme si sukububuru musobaka tumé kné “naw, ina sékingi mukulungu ni ka, nusakarata dia bothebathe si laduru dia pitibula?”","阿凡提把掉在地上的肥皂撿起來，想了想問道；「媽媽，肥皂髒了用什麼東西能洗乾淨呢？」","https://web.klokah.tw/text/sound/27765/461053.mp3"
"pébirila nga na omélrikene sulute, toriguanela kɨkɨ dia kububuru si rugu sulute! ienenga ka nudruria nga kububurianga kɨkɨ na omélrikene!","我的最後一堂法語課！……我只是剛剛學會寫字！","https://web.klokah.tw/text/sound/27768/461061.mp3"
"tathé manga kené kibuburu nali! makasi kené nga ka tilacekeli nga tumé dia talora na zikang mia!","今後永遠也學不到法語！法語就到此為止了！我現在是多麼悔恨自己蹉跎光陰啊！","https://web.klokah.tw/text/sound/27768/461062.mp3"
"angipakedredreme kɨkɨ nga, tilacɨkɨli mia gia abɨbɨrɨ si ipincɨge sulsulute, mwa silipe na tilisuka, mwa drekerle muthuthuru!","悔恨自己從前蹺課去掏鳥窩，去薩爾河溜冰！","https://web.klokah.tw/text/sound/27768/461063.mp3"
"iku sulateli omélrikene na sulate, makecɨcɨngé na drikisi sulate, ina kovoci li iké kababn na sulate pwa kedrenga ka puata nia madekɨre mia, makasi kené nga ka tumé na lɨséli nga ku iene ipisɨvagé,","我的那些書，我的語法課本，我的神聖的歷史書，剛才背在身上還覺得那麼討厭，那麼沉重，現在卻像老朋友一樣，讓我難捨難分。","https://web.klokah.tw/text/sound/27768/461064.mp3"
"lakamani ku iké dra ki Amaiare singsi, ina pakedredreme madɨ nugiadra nga, nudulia nga cɨnle made nia, marimuru nga made ku saka gaucu dra si asitita dra ya.","還有阿麥爾先生。一想到他就要走了，再也見不到了，我就忘記了以前的懲處和挨打。","https://web.klokah.tw/text/sound/27768/461065.mp3"
"Taiwan ka amani ku saka drusa cɨkɨcɨkle li kini, nakuni tumé nia na mamu kwa;","臺灣是我的故鄉之一，或許你會覺得奇怪；","https://web.klokah.tw/text/sound/27770/461067.mp3"
"iyo, kitévlake kɨkɨ iké komu singciu ciéngci cuang, dekrele na tikcenɨ cɨkcɨkle.","雖然我是出生在日本信州千曲川河畔的一個小農村，","https://web.klokah.tw/text/sound/27770/461068.mp3"
"makasi arigua li na maka sakikéli nga na sulate ku arigua li ka tumé kɨkɨ na kétevaleke iké Taiwan.","但是在學問的領域裡，臺灣卻是我的誕生地。","https://web.klokah.tw/text/sound/27770/461069.mp3"
"soké li tila Taiwan ka amani cɨkɨcɨkɨleli mia.","所以我說臺灣是我的故鄉。","https://web.klokah.tw/text/sound/27770/461070.mp3"
"tika li kené angersa li kéngkiu mia－kcarisiya ka melalɨsé nga name, udru kɨkɨ movane bakbaka, tumai siviri mwa cɨkɨcɨkɨle li.","在這裡，我和我的研究對象—原住民成為好朋友，能和他們談話，就像回到自己的故鄉一樣。","https://web.klokah.tw/text/sound/27770/461071.mp3"
"niléni iké asesane na viene imiti ka lasadra ikai drikisi dodavedavece amamoro si tapalalé sulate subirili tumaneta buruene nga sapupulene si sarkikéta","如果有一天 我們拒絕在歷史裡流浪 請先記下我們的神話與傳統","https://web.klokah.tw/text/sound/27771/461074.mp3"
"niléni iké asesane na viene latuputhu mia miti tékata déda ta amamora dodadevece takemani palaléé pisiviri miti ku aracɨ ta si técavenata Kacalrisia.","如果有一天 我們要停止在自己的土地上流浪 請先恢復我們的姓名與尊嚴","https://web.klokah.tw/text/sound/27771/461075.mp3"
"23:1 Yéheba ka amani olopo kwa, tédra ku kemenali.","23:1 耶和華是我的牧者，我必不至缺乏。","https://web.klokah.tw/text/sound/27772/461079.mp3"
"23:2 péberare kwa patelocacanga, piké na uredɨdɨ tasosoro vadéda, emɨcɨ kwa pwa cɨlé tibila ku nukarali obailane.","23:2 他使我躺臥在青草地上，領我在可安歇的水邊。","https://web.klokah.tw/text/sound/27772/461080.mp3"
"23:3 nipucunu ku abakɨni mia, kiakéku araceni emɨmɨcɨ kwa ponké na margi daderane.","23:3 他使我的靈魂甦醒，為自己的名引導我走義路。","https://web.klokah.tw/text/sound/27772/461081.mp3"
