"’aq’aq qunabung kilas. ikilas ikilas vakan. ivakan ivakan Soli’. isoli isoli lisbang. ilisbang ilisbang ngai. ingai ingai Nitul. initul initul balav. ibalav ibalav visu. ivisu ivisu lai’ian. ilai’ian ilai’ian taban. itaban itaban Lizu. ilizu ilizu homan. ihoman ihoman kaikai. ikaikai ikiakai Lupa’.","烏鴉拔土。 拔拔爪子。 爪子爪子Soli’（人名）。 Soli’ Soli’脹氣。 脹氣脹氣懶散。 懶散懶散Nitul（人名） 。 Nitul Nitul蝗蟲。 蝗蟲蝗蟲尾巴。 尾巴尾巴綠豆。 綠豆綠豆越出。 越出越出Lizu（人名）。 Lizu Lizu起霧。 起霧起霧墊腳。 墊腳墊腳Lupa’（人名）。","https://web.klokah.tw/text/sound/20093/366427.mp3"
"ilupa’ ilupa’ pacip. ipacip ipacip tai. itai itai tumu. itumu itumu hutan. ihutan ihutan doqpus. Cakvang cakvang tu’ia. itu’ia itu’ia taqu’. itaqu’ itaqu’ pungaus. ipungaus ipungaus pantala. ipantala ipantala konun. ikonun ikonun bahat. ibahat ibahat calaz. icalaz icalaz batal. ibatal ibatal dil. idil idil mukun. imukun imukun tipul.","Lupa’ Lupa’玉米。 玉米玉米芋頭。 芋頭芋頭圓了。 圓了圓了地瓜。 地瓜地瓜長。 報時鳥報時鳥叫。 叫叫告知。 告知告知預備。 先先預備。 預備預備食物。 食物食物南瓜。南瓜南瓜穇子。 穇子穇子小粟。 小粟小粟粟米。 粟米粟米黎。 黎黎玉米。","https://web.klokah.tw/text/sound/20093/366428.mp3"
"itipul itipul qalidang iqalidang iqalidang taqul. itaqul itaqul cibus. icibus icibus bunbun. ibunbun ibunbun izuk. i’izuk i’iuzk qalup. iqalup iqalup lituk . ilituk ilituk lapat. ilapat ilapat lingki. ilingki ilingki paz. ipaz ipaz doqtac.","玉米玉米樹豆。 樹豆樹豆胡瓜。 胡瓜胡瓜甘蔗。 甘蔗甘蔗香蕉。 香蕉香蕉橘子。 橘子橘子挑子。 挑子挑子枇杷。 枇杷枇杷番石榴。 番石榴番石榴龍眼。 龍眼龍眼稻子。 稻子稻子鍋巴。","https://web.klokah.tw/text/sound/20093/366429.mp3"
"Tama tina miqumicang:","爸爸媽媽你們好：","https://web.klokah.tw/text/sound/20095/366434.mp3"
"Tama tina talmadia’in cak ni tu mulumaq, macalpu ka is’ang mililiskin mu’u, makackacang opa ka hubung mu.","爸爸媽媽我好久沒回家，心中非常想念你們，你們身體還健康吧！","https://web.klokah.tw/text/sound/20095/366435.mp3"
"Tama tina malkama’aqa amu lopaku? iliskinun zaku amin na civi cin kulu. seba’av asu tama qanup? dasun su’u ka civi cin kulu? daukang nai makeval matamasaz? macihal cak ihan amulika ti masipul, nahezang tastubuan napal’u’unin cam han kaku’, maca pal’u’unin cam ma, namucoqes cak munhan taivang mulumaq sadu mu’u.","爸爸媽媽你們現在在做什麼？我也想念civi和kulu，爸爸你有去山上打獵嗎？你有帶civi和kulu嗎？牠們還是那麼靈巧有力嗎？我在美國這裡讀書很好，不要掛念，我們學校還有一個月就要放暑假了，如果我們放假，我就會回臺灣回家看你們。","https://web.klokah.tw/text/sound/20095/366436.mp3"
"Tama tina mudadanin na Lumav tikic cin Umav tikic? qanciapin nai bazbaz? asa tu taqu’an malasbunun nani nai maqanciap malasbunun bazbaz, maca ni a uvava’az taqu’an qalinga mita a namis’uka a qalinga bunun, asa palasbununun han lumaq namaqanciap nai malasbunun.","爸爸媽媽小Lumav和小Umav會走路了嗎？會說話了嗎？要教布農語，如果沒教他們將不會講布農語，如果小孩子不教我們的語言，布農語將會消失，在家要用布農語講話，他們才會講布農語。","https://web.klokah.tw/text/sound/20095/366437.mp3"
"Maqtu’ang nga Tamadiqanin maluskun ita. miqumicang tama tina.","願上天與我們同在 祝福爸爸媽媽","https://web.klokah.tw/text/sound/20095/366438.mp3"
"uva’az mu Atul ihan Amulika. 102qamisan 5buan 26diqanin","你們的孩子Atul於美國 　102年5月26日","https://web.klokah.tw/text/sound/20095/366439.mp3"
"Miliskin cak haip qani’an su’u. asa cak haip kalingva’ su’u siza cak lingva’ kalingva’ su’u. munhan cak sila qutun kalingva’ su’u. ihan cak navung kalingva’ su’u. buntu cak kalilingva’ su’u. malkama’aqa cuna ni tu antala’un su’u.","今天我想念你。 今天我想打電話給你。 我拿起電話打給你。 我到田埂邊打給你。 我在樹蔭下打給你。 我一直撥電話給你。 你在做什麼都沒接電話？","https://web.klokah.tw/text/sound/20096/366441.mp3"
