"O wawa^ no Pangcah kako.","I am an Pangcah child.","我是阿美族的小孩。","https://web.klokah.tw/text/sound/32020/507842.mp3"
"I Fata’an ko loma’ no niyam.","Our family lives in Fata’an.","我們家住在馬太鞍。","https://web.klokah.tw/text/sound/32020/507843.mp3"
"Lalima^ ko paro^ no loma’ niyam.","There are five people in our family.","我們家共有五個人。","https://web.klokah.tw/text/sound/32020/507844.mp3"
"Tatolo^ kami a malakaka^.","There are three brothers and sisters in our family.","我們家有三個兄弟姊妹。","https://web.klokah.tw/text/sound/32020/507845.mp3"
"Makomad kako a maro’ aci mama^, ci ina^, ci kaka to fa’inayan ato kaka^ to fafahiyan.","I live with my father, mother, brother and sister.","我跟爸爸、媽媽、哥哥和姊姊住在一起。","https://web.klokah.tw/text/sound/32020/507846.mp3"
"Takaraw ci mama^ ako; o tayring ci mama^ ako.","My father is tall and he is a policeman.","我的爸爸很高，我的爸爸是警察。","https://web.klokah.tw/text/sound/32020/507847.mp3"
"Makopit ci ina^ ako; o ising ci ina^ ako.","My mother is thin and my mom is a doctor.","我的媽媽很瘦，我的媽媽是醫生。","https://web.klokah.tw/text/sound/32020/507848.mp3"
"MisanoPangcah a somowal ci mama^ i tamiyanan i loma’.","My father speaks the Pangcah language with us at home.","爸爸在家會和我們說族語。","https://web.klokah.tw/text/sound/32020/507849.mp3"
"Minokay kami i niyaro’ i pipahanhanan a romi’ad.","We will all go back to the tribe during the summer vacation.","我們暑假都會回部落。","https://web.klokah.tw/text/sound/32020/507850.mp3"
"Makomod kako aci kaka^ a milepel to takola^.","My brothers and sisters and I will catch frogs together.","我和兄姊會一起抓青蛙。","https://web.klokah.tw/text/sound/32020/507851.mp3"
"Maolah kako to paro^ no loma’ niyam.","I like our family very much.","我很喜歡我們家的人。","https://web.klokah.tw/text/sound/32020/507852.mp3"
"Ona pipahanhanan a romi’ad, talaPosong kako ato fafahiyan a kaka^ a miliso’ ci fakian.","This holiday, my sister and I went to Taitung to visit my uncle.","這個假日，我和姊姊去台東拜訪叔叔。","https://web.klokah.tw/text/sound/32024/507899.mp3"
"Pakacinamalay kami naniTaypak a talaPosong.","We took the train from Taipei to Taitung.","我們從台北搭火車去臺東。","https://web.klokah.tw/text/sound/32024/507900.mp3"
"Tangasa^ i Posong, pakapaliding ci faki^ a tayra i cya-taw militemoh i tamiyanan.","When we arrived in Taitung, my uncle drove to the station to pick us up.","到了台東，叔叔開車來車站接我們。","https://web.klokah.tw/text/sound/32024/507901.mp3"
"Manga:ta^ to cya-taw ko loma’ ni faki^, ano pakapaliding, colek sa tangasa^ to.","The station is not far from my uncle's house, and it's just a short drive away.","車站離叔叔家很近，開車一下子就到了。","https://web.klokah.tw/text/sound/32024/507902.mp3"
"Ira ko ta’akay a pipahotingan to kolong i ngata^ no loma’ ni faki^, pakacitingsya^ kami a tayra toya pipahotingan.","There is a big ranch near my uncle's house, and we rode bicycles to the ranch together.","叔叔家附近有個很大的牧場，我們一起騎腳踏車到牧場。","https://web.klokah.tw/text/sound/32024/507903.mp3"
"Itira toya pipahotingan, keriden ni faki^ kami a mipakaen to siri^ ato efa^.","In the ranch, my uncle took us to feed the sheep and ride horses.","在牧場，叔叔帶我們餵羊和騎馬。","https://web.klokah.tw/text/sound/32024/507904.mp3"
"O dadaya^ sato, talapatiyamay kami a malafi^.","In the evening, we went to the city to have dinner together.","晚上，我們一起去市區吃飯。","https://web.klokah.tw/text/sound/32024/507905.mp3"
